transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label,fraud_category
T2097,U3510,28900.79,Transfer,NetBanking,iOS,Bangalore,1786.0,5.0,0.0,29440.81,0.0,0.325,2.0,0,A
T2098,U6288,31747.39,Payment,Wallet,Web,Bangalore,1620.0,10.0,4.0,13291.3,0.0,0.348,8.0,0,A
T2099,U6643,39905.81,Payment,NetBanking,Web,Delhi,26.0,4.0,2.0,3558.07,0.0,0.395,2.0,0,A
T2100,U1128,19828.73,Transfer,Wallet,Android,Hyderabad,572.0,17.0,1.0,16080.975,0.0,0.812,8.0,0,A
T2101,U8065,21218.660000000003,Transfer,Card,Android,Mumbai,237.0,13.0,4.0,873.8,1.0,0.5772,6.0,0,A
T2102,U5888,26674.79,Transfer,NetBanking,Android,Hyderabad,715.0,9.0,2.3,23134.9,1.0,0.856,4.1,0,A
T2103,U9360,7939.84,Transfer,Card,iOS,Mumbai,1825.0,23.0,1.0,20850.63,0.0,0.311,3.0,0,A
T2104,U5607,34810.16,Withdrawal,NetBanking,Android,Delhi,1271.0,21.0,4.0,17568.75,0.0,0.4002,9.0,0,A
T2105,U8872,39673.4,Transfer,NetBanking,iOS,Chennai,1414.0,2.0,2.0,22992.32,0.0,0.896,6.0,0,A
T2106,U1058,15872.25,Transfer,NetBanking,Android,Hyderabad,1816.0,15.0,0.0,29979.0,0.0,0.697,5.0,0,A
T2107,U8701,26108.264,Transfer,UPI,iOS,Bangalore,1957.0,15.0,2.0,12115.25,0.0,0.895,3.0,0,A
T2108,U4844,28254.753,Transfer,Wallet,Web,Hyderabad,1420.0,10.0,3.0,21203.73,0.0,0.747,3.0,0,A
T2109,U6217,13881.38,Withdrawal,Card,iOS,Delhi,678.0,3.0,3.0,11377.13,0.0,0.145,6.0,0,A
T2110,U9005,49176.9,Payment,Card,iOS,Chennai,263.0,10.0,0.0,10626.53,1.0,0.956,3.6,0,A
T2111,U1026,7078.54,Payment,NetBanking,iOS,Chennai,1341.0,7.0,3.0,25542.51,0.0,0.19,4.0,0,A
T2112,U2910,10140.68,Payment,Card,Web,Hyderabad,1855.0,15.0,1.0,17285.42,0.0,0.495,8.0,0,A
T2113,U4835,9252.03,Payment,Card,iOS,Hyderabad,1347.0,22.0,3.0,3706.34,0.0,0.383,2.0,0,A
T2114,U6854,44704.79,Payment,NetBanking,Web,Hyderabad,1334.0,7.0,4.0,12165.13,0.0,0.348,6.0,0,A
T2115,U4531,32731.91,Withdrawal,Card,Android,Delhi,127.0,8.0,1.0,23916.97,0.0,0.784,9.0,0,A
T2116,U9043,7647.61,Payment,UPI,Android,Mumbai,1878.0,13.0,2.0,28205.94,0.0,0.291,3.0,0,A
T2117,U3176,22044.15,Withdrawal,NetBanking,Web,Mumbai,59.0,7.0,0.0,18471.4,0.0,0.538,5.0,0,A
T2118,U8944,30784.14,Withdrawal,Card,iOS,Bangalore,1823.0,23.0,4.0,11886.99,0.0,0.337,7.0,0,A
T2119,U4917,4219.03,Payment,UPI,Android,Delhi,1597.0,15.0,4.0,7634.27,0.0,0.893,1.0,1,B
T2120,U5995,44126.7,Payment,UPI,iOS,Chennai,1214.0,21.0,0.0,12718.51,0.0,0.155,8.0,0,A
T2121,U2102,40190.0,Payment,NetBanking,iOS,Bangalore,552.0,1.0,3.0,17013.07,0.0,0.175,6.0,0,A
T2122,U5077,25285.08,Transfer,Wallet,Web,Chennai,336.0,22.0,0.0,23841.667,0.0,0.111,4.0,0,A
T2123,U5948,35858.31199999999,Withdrawal,Wallet,Android,Chennai,1536.0,19.0,0.0,8133.47,0.0,0.6089,6.0,0,A
T2124,U1029,20917.16,Payment,NetBanking,Web,Hyderabad,1529.0,18.0,3.0,20178.33,0.0,0.161,2.0,0,A
T2125,U5795,49206.31,Transfer,Card,Web,Chennai,953.0,19.0,2.0,20229.57,0.0,0.533,4.0,0,A
T2126,U9424,33412.6,Withdrawal,NetBanking,Web,Chennai,1279.0,19.0,0.0,19624.9,0.0,0.5519000000000001,8.0,0,A
T2127,U7933,31751.83,Transfer,Wallet,Web,Delhi,611.0,18.0,3.0,28503.28,0.0,0.116,4.0,0,A
T2128,U3668,8339.45,Transfer,UPI,iOS,Hyderabad,1576.0,18.0,4.0,17099.52,0.0,0.93,5.0,0,A
T2129,U1215,19055.999,Payment,NetBanking,Android,Hyderabad,111.0,17.0,0.0,8164.87,0.0,0.284,2.0,0,A
T2130,U4555,21403.11,Withdrawal,Card,Android,Bangalore,1263.0,12.0,1.5,24367.22,0.0,0.792,3.0,0,A
T2131,U7870,8153.56,Transfer,NetBanking,Android,Hyderabad,397.0,16.0,2.0,11742.38,0.0,0.794,3.0,0,A
T2132,U5571,679.75,Withdrawal,Wallet,iOS,Mumbai,1964.0,0.0,2.0,7254.79,0.0,0.348,2.0,0,A
T2133,U8075,28009.8,Payment,UPI,iOS,Delhi,1642.0,20.0,4.0,16746.8,0.0,0.5199,8.0,0,A
T2134,U4669,26393.61,Withdrawal,UPI,Web,Bangalore,1612.0,4.0,2.0,8742.13,0.0,0.631,3.0,0,A
T2135,U7626,35981.71,Transfer,NetBanking,Web,Mumbai,1737.0,19.0,4.0,11945.19,0.0,0.5607,1.0,0,A
T2136,U4218,25684.446000000004,Transfer,Card,Web,Chennai,1244.0,20.0,0.0,20825.41,0.0,0.5776,2.0,0,A
T2137,U4939,4016.36,Withdrawal,Card,Web,Mumbai,813.3,12.0,3.0,29878.85,0.0,0.852,8.0,0,A
T2138,U9858,36588.25,Transfer,Wallet,Android,Bangalore,1463.0,5.0,2.0,19377.47,0.0,0.202,1.0,0,A
T2139,U9925,9411.23,Transfer,Wallet,Web,Hyderabad,348.0,9.0,4.0,8366.75,0.0,0.795,1.0,0,A
T2140,U2209,42915.94,Transfer,NetBanking,iOS,Delhi,193.0,22.0,2.0,2804.92,0.0,0.204,1.0,0,A
T2141,U3229,40962.22,Payment,UPI,iOS,Bangalore,65.0,8.0,2.0,10922.83,0.0,0.7,8.0,0,A
T2142,U3455,27062.65,Payment,Wallet,iOS,Mumbai,988.0,5.0,1.0,14399.632,0.0,0.288,6.0,0,A
T2143,U4317,35526.63,Transfer,Card,Web,Mumbai,1795.0,0.0,0.0,13996.17,0.0,0.927,7.0,0,A
T2144,U5088,15751.79,Withdrawal,Wallet,Android,Bangalore,1496.5,23.0,2.0,19833.51,1.0,0.605,4.0,0,A
T2145,U2220,23584.84,Payment,UPI,Android,Bangalore,581.0,17.0,3.0,15402.7,0.0,0.534,8.0,0,A
T2146,U8317,41090.76,Withdrawal,Card,Web,Bangalore,1161.0,22.0,1.0,25971.94,0.0,0.295,2.0,0,A
T2147,U3793,22990.3,Transfer,UPI,Web,Hyderabad,726.0,6.0,4.0,14872.1,0.0,0.509,9.0,0,A
T2148,U8413,17922.02,Transfer,NetBanking,Web,Bangalore,1759.0,9.0,4.0,13925.16,0.0,0.066,4.0,0,A
T2149,U4451,24735.91,Withdrawal,NetBanking,Web,Chennai,1672.0,11.0,3.0,9359.35,0.0,0.143,1.0,0,A
T2150,U9070,41421.05,Payment,UPI,Android,Delhi,1017.0,20.0,3.0,25144.65,0.0,0.295,2.0,0,A
T2151,U1716,16793.64,Withdrawal,Card,iOS,Delhi,1541.0,23.0,0.0,27117.6,1.0,0.949,6.3,0,A
T2152,U9609,8729.39,Withdrawal,UPI,iOS,Chennai,1617.0,14.0,3.0,29339.77,0.0,0.468,9.0,0,A
T2153,U5954,35615.1,Transfer,Wallet,Web,Mumbai,225.0,16.0,4.0,29438.15,0.0,0.4,5.0,0,A
T2154,U8203,41307.61,Payment,Wallet,Android,Mumbai,1123.0,2.0,1.8,29414.67,0.0,0.773,4.0,0,A
T2155,U3338,5076.84,Withdrawal,UPI,Web,Mumbai,953.0,14.0,3.0,21387.57,0.0,0.694,7.0,1,B
T2156,U6266,12031.71,Payment,Wallet,Android,Mumbai,323.0,0.0,3.0,16923.32,0.0,0.664,2.0,0,A
T2157,U5597,7141.5,Transfer,UPI,Web,Hyderabad,242.0,10.0,4.0,5253.1,0.0,0.606,7.0,1,B
T2158,U1414,17429.67,Payment,Wallet,Android,Chennai,754.0,23.0,0.0,23035.19,1.0,0.5115999999999999,9.0,0,A
T2159,U9786,22545.03,Transfer,UPI,iOS,Delhi,584.0,5.0,1.0,22072.92,0.0,0.391,2.0,0,A
T2160,U2882,37453.88,Payment,Wallet,Android,Chennai,897.0,15.0,1.0,25287.82,0.0,0.901,8.0,0,A
T2161,U9692,32574.82,Withdrawal,Card,Android,Delhi,256.0,20.0,1.7,13927.29,0.0,0.96,6.0,0,A
T2162,U2975,31065.38,Transfer,Card,Web,Mumbai,451.0,11.0,3.0,26783.4,0.0,0.433,6.0,0,A
T2163,U7617,17651.13,Withdrawal,Wallet,Android,Hyderabad,1932.0,21.0,3.0,21588.36,0.0,0.001,4.0,0,A
T2164,U3797,42080.31,Transfer,UPI,Android,Bangalore,144.0,20.0,0.0,5216.65,0.0,0.499,9.0,0,A
T2165,U9756,23590.79,Payment,Wallet,Android,Bangalore,1981.0,14.0,1.0,6286.42,0.0,0.6218,8.0,1,B
T2166,U5040,13626.734,Payment,NetBanking,Web,Mumbai,1915.0,17.0,2.0,24446.54,0.0,0.188,7.0,0,A
T2167,U9258,31725.4,Transfer,NetBanking,Android,Mumbai,1991.0,9.0,2.8,12828.23,0.0,0.284,5.0,0,A
T2168,U3936,6356.92,Transfer,UPI,Web,Chennai,1025.0,21.0,0.0,7545.49,0.0,0.123,5.0,0,A
T2169,U6396,33825.07,Transfer,Wallet,iOS,Hyderabad,1035.0,11.0,2.0,12735.04,0.0,0.046,2.0,0,A
T2170,U7099,16288.95,Payment,Wallet,Web,Hyderabad,170.0,19.0,4.0,4925.19,0.0,0.445,5.0,0,A
T2171,U2437,34332.04,Transfer,Card,Android,Chennai,149.0,18.0,2.0,26762.93,0.0,0.263,3.0,0,A
T2172,U1624,3528.58,Transfer,UPI,iOS,Hyderabad,313.0,4.0,2.0,2239.03,0.0,0.256,7.0,0,A
T2173,U9130,8785.33,Withdrawal,NetBanking,Android,Hyderabad,1493.0,17.0,4.0,10661.92,0.0,0.222,9.0,0,A
T2174,U6942,42794.08,Transfer,NetBanking,Web,Bangalore,1854.0,18.0,2.0,16752.17,0.0,0.497,6.0,1,C
T2175,U4645,11397.62,Withdrawal,NetBanking,iOS,Hyderabad,1747.0,22.0,1.0,26222.0,0.0,0.733,7.0,0,A
T2176,U2939,41860.2,Withdrawal,NetBanking,iOS,Mumbai,134.0,11.0,0.0,23468.31,0.0,0.657,7.0,0,A
T2177,U1347,13999.84,Withdrawal,UPI,iOS,Bangalore,946.0,0.0,1.0,7744.861999999999,0.0,0.976,7.0,0,A
T2178,U7496,32161.95,Payment,NetBanking,Android,Mumbai,1918.0,1.0,1.0,24774.92,0.0,0.914,4.0,0,A
T2179,U9452,34722.82,Withdrawal,NetBanking,iOS,Mumbai,755.4,2.0,4.0,19179.79,0.0,0.417,6.0,0,A
T2180,U6360,25657.1,Transfer,UPI,iOS,Chennai,1627.0,11.0,4.0,4087.12,0.0,0.813,7.0,0,A
T2181,U2711,15300.27,Payment,UPI,iOS,Hyderabad,1987.0,13.0,4.0,18562.58,1.0,0.184,4.0,0,A
T2182,U5402,10671.59,Payment,NetBanking,iOS,Hyderabad,1357.0,6.0,2.0,24555.04,0.0,0.212,9.0,0,A
T2183,U1765,1707.81,Payment,NetBanking,Web,Hyderabad,416.0,3.0,2.0,18103.14,0.0,0.701,9.0,0,A
T2184,U2356,15232.12,Payment,UPI,Android,Hyderabad,1502.0,11.0,0.0,29974.49,0.0,0.217,4.0,0,A
T2185,U3417,32675.48,Payment,Wallet,Android,Bangalore,173.0,23.0,2.0,15259.4,0.0,0.451,8.0,0,A
T2186,U1182,25244.922,Payment,UPI,iOS,Delhi,871.0,7.0,0.0,20226.62,0.0,0.322,8.0,0,A
T2187,U9193,43566.66,Payment,UPI,Web,Mumbai,249.0,0.0,1.0,2204.17,0.0,0.233,2.0,0,A
T2188,U1571,38314.94,Withdrawal,Wallet,iOS,Delhi,1246.0,4.0,0.0,24414.63,0.0,0.154,6.0,0,A
T2189,U7272,39432.94,Transfer,Card,Android,Delhi,158.0,0.0,0.0,18760.68,0.0,0.612,9.0,0,A
T2190,U3395,33266.0,Transfer,NetBanking,Android,Delhi,593.0,14.0,2.2,16881.16,0.0,0.056,8.0,0,A
T2191,U6572,13051.33,Withdrawal,NetBanking,Android,Bangalore,1136.0,12.0,2.0,21293.38,0.0,0.703,1.0,0,A
T2192,U5139,45364.39,Withdrawal,Card,iOS,Delhi,1216.0,22.0,3.0,16859.24,0.0,0.895,5.0,1,C
T2193,U7199,33553.08,Payment,Card,iOS,Bangalore,514.0,12.0,3.0,23016.9,0.0,0.343,5.0,0,A
T2194,U1890,28044.01,Payment,Wallet,Web,Chennai,1729.0,3.0,4.0,17547.12,0.0,0.6517000000000001,9.0,0,A
T2195,U1591,5593.92,Withdrawal,Wallet,Web,Chennai,996.0,14.0,1.0,15649.61,1.0,0.591,5.4,0,A
T2196,U5280,22380.42,Payment,NetBanking,Android,Chennai,1413.0,11.0,1.0,4137.08,0.0,0.6927,5.0,0,A
T2197,U5180,23044.9,Transfer,Card,Android,Bangalore,1777.0,7.0,1.0,14207.74,0.0,0.545,1.0,0,A
T2198,U5636,27502.96,Transfer,Card,Web,Bangalore,1695.0,15.0,0.0,16193.22,0.0,0.69,8.0,0,A
T2199,U8037,27355.08,Payment,NetBanking,Android,Mumbai,784.0,11.0,2.0,18774.76,0.0,0.809,8.0,0,A
T2200,U3343,19051.01,Payment,NetBanking,Web,Delhi,1057.0,23.0,1.0,13731.18,0.0,0.99,2.0,0,A
T2201,U7898,48841.18,Payment,NetBanking,iOS,Hyderabad,710.0,5.0,3.0,4484.64,0.0,0.393,1.0,0,A
T2202,U6248,5580.49,Transfer,NetBanking,Android,Hyderabad,1166.0,22.0,2.8,4595.84,0.0,0.585,3.0,0,A
T2203,U5947,21156.29,Payment,NetBanking,Android,Delhi,1027.0,14.0,1.0,21657.53,0.0,0.376,9.0,0,A
T2204,U7670,2149.13,Withdrawal,Wallet,Web,Hyderabad,59.0,6.0,1.0,19877.27,0.0,0.238,7.0,0,A
T2205,U2106,37008.21,Payment,NetBanking,iOS,Hyderabad,967.0,4.0,2.0,7859.03,0.0,0.998,7.0,0,A
T2206,U8126,45907.92,Withdrawal,Card,Android,Hyderabad,704.0,22.0,2.0,13431.14,0.0,0.014,4.0,0,A
T2207,U8240,14037.86,Payment,UPI,Android,Bangalore,35.0,14.0,0.0,9278.03,0.0,0.065,5.0,0,A
T2208,U7561,42924.17,Payment,Wallet,Web,Bangalore,659.0,11.0,3.0,5512.58,0.0,0.583,7.0,0,A
T2209,U4607,14646.3,Transfer,Card,iOS,Bangalore,20.0,10.0,4.0,9852.29,0.0,0.71,2.0,1,B
T2210,U9074,45542.97,Withdrawal,UPI,Web,Delhi,817.0,3.0,3.0,7954.4,0.0,0.729,3.0,0,A
T2211,U1404,37710.4,Withdrawal,Wallet,iOS,Chennai,1135.0,12.0,2.0,2564.59,0.0,0.703,3.0,0,A
T2212,U9901,40255.09,Withdrawal,NetBanking,iOS,Hyderabad,20.0,17.0,2.0,15184.15,0.0,0.789,7.0,0,A
T2213,U8836,949.43,Transfer,Wallet,Web,Mumbai,1145.0,7.0,4.0,13581.43,0.0,0.745,7.0,0,A
T2214,U9807,16940.173000000003,Withdrawal,NetBanking,Web,Bangalore,1639.0,6.0,3.0,21466.79,0.0,0.546,6.0,1,B
T2215,U7508,36347.22,Transfer,NetBanking,iOS,Mumbai,781.0,21.0,3.0,18647.14,0.0,0.47,1.0,0,A
T2216,U3639,15272.32,Payment,NetBanking,Web,Hyderabad,779.0,22.0,4.0,10367.01,1.0,0.72,8.0,0,A
T2217,U6896,41478.26,Payment,UPI,Android,Chennai,1139.7,15.0,2.0,14939.5,0.0,0.732,4.0,0,A
T2218,U9724,14111.98,Withdrawal,Wallet,Android,Mumbai,1200.0,2.0,0.0,16128.89,0.0,0.333,8.0,0,A
T2219,U6636,19757.489,Payment,NetBanking,Android,Hyderabad,1754.0,21.0,3.0,27534.7,0.0,0.5445,7.0,0,A
T2220,U4673,5673.39,Payment,Card,Android,Hyderabad,416.0,15.0,1.0,29452.66,0.0,0.314,1.0,0,A
T2221,U4283,35199.11,Withdrawal,Wallet,Android,Bangalore,1078.0,15.0,3.0,24484.73,0.0,0.3878,7.0,0,A
T2222,U1759,27057.89,Payment,Card,Web,Chennai,851.0,6.0,3.0,16906.93,0.0,0.4354,4.0,0,A
T2223,U5468,4871.9,Withdrawal,UPI,iOS,Hyderabad,726.0,22.0,3.0,27850.39,0.0,0.38,5.0,0,A
T2224,U9560,12132.6,Withdrawal,UPI,Web,Chennai,1971.0,12.0,2.0,5425.57,0.0,0.932,6.0,0,A
T2225,U6541,669.58,Payment,Wallet,Android,Bangalore,368.0,12.0,1.0,20925.23,0.0,0.476,5.0,0,A
T2226,U2293,23464.96,Payment,UPI,Android,Mumbai,563.0,20.0,3.0,13867.98,1.0,0.139,2.0,0,A
T2227,U8009,15098.2,Payment,UPI,Web,Delhi,294.0,18.0,0.0,4427.99,0.0,0.194,8.0,0,A
T2228,U1029,29937.96,Payment,Wallet,Web,Delhi,409.0,17.0,1.0,2348.78,0.0,0.095,8.0,0,A
T2229,U8142,14897.03,Payment,Card,iOS,Delhi,1484.0,6.0,4.0,14474.18,0.0,0.5868,5.0,0,A
T2230,U9865,15030.96,Transfer,NetBanking,Android,Chennai,1645.0,19.0,0.0,7245.18,0.0,0.305,5.0,0,A
T2231,U3829,37172.5,Payment,Wallet,Web,Delhi,1477.0,17.0,4.0,7590.14,0.0,0.334,7.0,0,A
T2232,U9687,2454.73,Transfer,Wallet,iOS,Mumbai,397.0,23.0,3.0,9674.48,0.0,0.836,2.0,0,A
T2233,U3675,45149.61,Withdrawal,NetBanking,Android,Hyderabad,1389.0,17.0,2.0,21579.09,0.0,0.765,5.0,0,A
T2234,U6622,42620.58,Payment,Card,Android,Chennai,793.0,21.0,3.0,5006.28,0.0,0.496,1.0,0,A
T2235,U1343,33406.84,Payment,NetBanking,Android,Mumbai,434.0,3.0,3.0,21554.92,0.0,0.444,4.0,0,A
T2236,U4763,29681.42,Payment,NetBanking,Web,Chennai,1039.0,8.0,4.0,23503.03,0.0,0.378,8.0,0,A
T2237,U8025,44620.51,Withdrawal,Card,Android,Chennai,1587.0,20.0,3.0,17874.95,1.0,0.014,5.1,0,A
T2238,U1741,9307.24,Transfer,Card,Android,Chennai,1929.0,15.0,0.0,7501.97,0.0,0.92,1.0,0,A
T2239,U7715,3994.51,Transfer,NetBanking,iOS,Bangalore,450.0,3.0,2.0,1640.82,0.0,0.291,4.0,0,A
T2240,U8277,12013.53,Payment,NetBanking,Web,Hyderabad,1957.0,7.0,4.0,12297.56,0.0,0.842,5.0,0,A
T2241,U9049,39739.19,Payment,Wallet,iOS,Delhi,365.0,2.0,1.0,25438.61,0.0,0.741,9.0,0,A
T2242,U7311,1781.78,Payment,Card,Web,Bangalore,928.0,8.0,3.0,3145.92,0.0,0.114,5.0,0,A
T2243,U8874,29161.2,Payment,UPI,Android,Hyderabad,774.0,7.0,4.0,22370.44,0.0,0.313,1.0,0,A
T2244,U9326,49772.1,Withdrawal,Card,iOS,Delhi,1621.0,11.0,3.0,14089.91,0.0,0.485,3.0,0,A
T2245,U1019,42792.02,Payment,NetBanking,Web,Bangalore,563.0,13.0,3.0,26975.11,0.0,0.262,4.0,0,A
T2246,U7685,26096.21,Withdrawal,NetBanking,Web,Bangalore,1896.0,23.0,4.0,10750.32,0.0,0.402,7.0,0,A
T2247,U1567,3228.86,Payment,NetBanking,Android,Mumbai,1314.7,9.0,0.0,21171.99,0.0,0.282,2.0,0,A
T2248,U6078,41577.11,Transfer,NetBanking,Android,Bangalore,1925.0,20.0,1.0,22229.57,0.0,0.7579999999999999,4.0,0,A
T2249,U2535,29968.98,Transfer,UPI,iOS,Chennai,1001.0,16.0,3.0,6042.38,0.0,0.3317,8.0,0,A
T2250,U7914,5790.9,Payment,Card,iOS,Bangalore,1250.0,10.0,0.0,4828.59,0.0,0.346,5.0,0,A
T2251,U2966,4738.17,Payment,UPI,Web,Chennai,73.0,9.0,3.0,2872.66,0.0,0.272,6.0,0,A
T2252,U7058,31896.660000000003,Withdrawal,UPI,iOS,Hyderabad,451.0,12.0,3.0,21077.31,0.0,0.802,3.0,0,A
T2253,U6005,33476.55,Payment,NetBanking,Android,Hyderabad,1724.0,1.0,0.0,16489.7,0.0,0.646,4.0,0,A
T2254,U2796,41472.88,Payment,UPI,iOS,Chennai,550.0,0.0,3.0,2692.89,0.0,0.721,9.0,0,A
T2255,U4930,23957.072,Payment,NetBanking,iOS,Mumbai,1308.0,21.0,1.0,9319.19,0.0,0.6592999999999999,2.0,0,A
T2256,U9107,28610.03,Transfer,NetBanking,Web,Mumbai,479.0,0.0,4.0,4356.16,0.0,0.839,3.0,0,A
T2257,U8785,25896.45,Withdrawal,NetBanking,Web,Hyderabad,1249.0,15.0,0.0,11810.309999999998,0.0,0.416,2.0,0,A
T2258,U2973,21549.85,Transfer,UPI,Web,Bangalore,1898.0,9.0,2.0,9033.26,0.0,0.4513999999999999,2.0,0,A
T2259,U6866,15881.48,Withdrawal,UPI,Web,Hyderabad,1846.0,9.0,3.0,2979.25,0.0,0.511,9.0,0,A
T2260,U6998,21758.07,Transfer,UPI,Android,Hyderabad,1599.0,6.0,4.0,7879.56,0.0,0.445,8.0,0,A
T2261,U8786,38705.29,Payment,Card,Web,Chennai,887.0,6.0,1.0,16626.3,0.0,0.092,7.0,0,A
T2262,U6474,30116.08,Transfer,NetBanking,iOS,Mumbai,1625.0,0.0,1.0,16871.04,0.0,0.663,9.0,0,A
T2263,U4119,27928.673,Transfer,Wallet,Web,Chennai,1227.0,12.0,2.0,5123.27,1.0,0.812,6.5,0,A
T2264,U2609,22196.83,Withdrawal,Wallet,iOS,Hyderabad,721.0,4.0,1.0,5811.3,0.0,0.356,9.0,0,A
T2265,U9820,30374.12,Withdrawal,Wallet,Web,Delhi,22.0,2.0,4.0,25663.65,0.0,0.759,2.0,0,A
T2266,U5038,31583.81,Transfer,Wallet,Web,Bangalore,231.0,12.0,2.0,5091.35,1.0,0.586,7.0,0,A
T2267,U3606,29605.27,Withdrawal,Wallet,iOS,Hyderabad,1738.0,11.0,0.0,1467.67,0.0,0.273,9.0,1,C
T2268,U5434,35146.56,Withdrawal,UPI,iOS,Chennai,1429.0,17.0,2.0,7420.14,0.0,0.4352999999999999,9.0,0,A
T2269,U1941,11909.8,Withdrawal,Card,iOS,Delhi,890.0,4.0,0.0,17335.15,0.0,0.946,8.0,0,A
T2270,U7295,25642.57,Withdrawal,UPI,Web,Delhi,848.0,4.0,1.0,316.01,0.0,0.216,1.0,0,A
T2271,U4663,5256.03,Withdrawal,NetBanking,iOS,Hyderabad,761.0,1.0,4.0,29551.11,0.0,0.152,3.0,0,A
T2272,U6248,19256.34,Transfer,Card,iOS,Mumbai,279.0,5.0,3.0,6988.65,0.0,0.076,8.0,0,A
T2273,U7977,24408.97,Withdrawal,Card,iOS,Delhi,927.3,6.0,2.0,7219.71,0.0,0.876,3.0,0,A
T2274,U2013,32628.6,Payment,Card,Android,Bangalore,1644.0,0.0,2.5,22184.66,0.0,0.672,4.0,0,A
T2275,U6862,25446.09900000001,Transfer,Card,iOS,Chennai,741.0,2.0,4.0,7520.55,0.0,0.117,2.0,0,A
T2276,U8570,30052.52,Transfer,Wallet,iOS,Chennai,853.0,19.0,3.0,11944.93,0.0,0.766,3.0,0,A
T2277,U5643,37192.52,Transfer,NetBanking,iOS,Chennai,625.0,1.0,2.0,16363.17,0.0,0.629,5.0,0,A
T2278,U8314,25337.99,Withdrawal,Card,Android,Hyderabad,1465.0,9.0,4.0,12635.205,0.0,0.986,6.0,0,A
T2279,U2674,31723.5,Payment,Card,Android,Chennai,1922.0,10.0,2.1,25135.05,1.0,0.511,6.3,0,A
T2280,U2295,3593.06,Withdrawal,Wallet,iOS,Chennai,880.5,20.0,2.0,15410.32,0.0,0.516,7.0,0,A
T2281,U6349,12756.86,Transfer,UPI,iOS,Bangalore,74.0,12.0,2.0,9456.28,0.0,0.249,8.0,0,A
T2282,U2718,18124.56,Transfer,UPI,iOS,Mumbai,1237.2,15.0,0.0,12053.62,0.0,0.191,6.0,0,A
T2283,U8082,23651.04,Transfer,UPI,Web,Hyderabad,1071.0,19.0,0.0,1769.16,0.0,0.734,6.0,0,A
T2284,U7306,2330.15,Transfer,NetBanking,Android,Hyderabad,37.0,10.0,2.0,21567.63,0.0,0.373,2.0,0,A
T2285,U5410,7044.2,Withdrawal,UPI,iOS,Chennai,1322.0,17.0,4.0,16231.18,0.0,0.724,3.0,0,A
T2286,U1911,13876.87,Payment,Card,Android,Bangalore,1953.0,10.0,1.0,27428.34,0.0,0.774,6.0,0,A
T2287,U9445,23712.55,Payment,Wallet,Web,Delhi,1912.0,0.0,3.0,13979.19,0.0,0.903,6.0,0,A
T2288,U9627,16600.78,Transfer,Wallet,Android,Chennai,246.0,23.0,0.0,24869.21,0.0,0.427,6.0,0,A
T2289,U5419,24127.95,Payment,UPI,Web,Chennai,1159.0,17.0,1.0,5731.02,1.0,0.096,5.4,0,A
T2290,U3076,9845.08,Transfer,Wallet,Android,Hyderabad,393.0,19.0,2.0,1789.63,0.0,0.022,2.0,0,A
T2291,U5192,30558.46,Transfer,Card,Android,Hyderabad,587.5,4.0,1.0,28458.36,0.0,0.292,8.0,0,A
T2292,U7784,14070.13,Payment,UPI,Android,Chennai,94.0,1.0,1.0,7783.05,0.0,0.5511999999999999,2.0,0,A
T2293,U4628,10389.28,Transfer,Card,iOS,Hyderabad,758.0,17.0,1.0,25024.15,1.0,0.748,3.0,0,A
T2294,U6581,25852.8,Payment,NetBanking,Android,Bangalore,859.6,21.0,2.0,7794.28,0.0,0.559,1.0,0,A
T2295,U9751,325.01,Transfer,Card,iOS,Delhi,397.0,6.0,0.0,4759.67,1.0,0.24,9.0,0,A
T2296,U7487,432.82,Payment,Card,Android,Delhi,938.0,21.0,3.0,22002.67,0.0,0.713,3.0,0,A
T2297,U1116,10992.49,Transfer,Card,Android,Delhi,1920.0,10.0,2.5,23374.34,0.0,0.741,2.0,0,A
T2298,U6098,1884.23,Payment,Card,Web,Chennai,275.0,10.0,0.0,25324.02,0.0,0.23,6.0,0,A
T2299,U9838,5445.89,Transfer,NetBanking,Android,Chennai,770.0,12.0,3.0,25959.57,0.0,0.708,8.0,0,A
T2300,U9103,16976.09,Transfer,UPI,iOS,Chennai,1308.7,3.0,2.0,14545.62,0.0,0.12,4.0,0,A
T2301,U1788,40139.15,Transfer,Card,Web,Bangalore,1238.0,0.0,3.0,12066.49,0.0,0.102,1.0,0,A
T2302,U4459,28623.83,Payment,UPI,Web,Delhi,237.0,17.0,2.0,22553.97,0.0,0.055,7.0,0,A
T2303,U6522,25657.75,Withdrawal,Wallet,Android,Hyderabad,249.0,11.0,3.0,17124.65,0.0,0.81,3.0,0,A
T2304,U1017,14709.77,Transfer,Card,Android,Hyderabad,1106.0,9.0,0.0,28962.0,0.0,0.271,5.0,1,B
T2305,U7535,46591.1,Transfer,Card,Web,Mumbai,1704.0,21.0,2.0,11337.5,0.0,0.604,2.0,0,A
T2306,U1252,19880.9,Payment,Wallet,iOS,Mumbai,397.0,7.0,1.0,13609.829000000002,1.0,0.144,4.8,0,A
T2307,U3422,4400.28,Transfer,UPI,Android,Hyderabad,387.0,2.0,2.0,17720.21,0.0,0.442,3.0,0,A
