Date,Region,Units Sold,Inventory Level,Units Ordered,Price,Discount,Competitor Pricing,Seasonality
2023-03-08,East,4948,10914,4520,56.35,20,56.29,Winter
2023-03-09,East,5608,10802,4326,55.35,20,54.84,Winter
2023-03-10,East,5280,11492,4499,57.88,20,57.91,Winter
2023-03-11,East,4384,10582,4608,55.65,20,56.36,Winter
2023-03-12,East,6290,11570,4275,48.2,20,48.32,Winter
2023-03-13,East,5915,12000,4695,56.61,20,56.76,Winter
2023-03-14,East,4950,10509,5443,52.71,20,53.08,Winter
2023-03-15,East,4096,10799,4131,60.25,20,61.67,Winter
2023-03-16,East,4857,10573,5176,56.03,20,56.0,Winter
2023-03-17,East,5459,10676,3975,58.47,20,57.52,Winter
2023-03-18,East,5753,11816,4767,59.07,20,59.49,Winter
2023-03-19,East,5827,11249,4117,56.91,20,57.11,Winter
2023-03-20,East,5237,12258,4450,59.93,20,60.1,Winter
2023-03-21,East,5142,10057,5109,48.38,20,49.26,Spring
2023-03-22,East,6274,10983,4054,55.38,20,56.12,Spring
2023-03-23,East,5883,11521,4467,60.35,20,61.28,Spring
2023-03-24,East,4720,10181,4681,50.1,20,50.5,Spring
2023-03-25,East,5644,10923,4554,54.0,20,53.18,Spring
2023-03-26,East,4548,10662,4461,55.55,20,55.81,Spring
2023-03-27,East,5824,10694,4222,51.56,20,51.41,Spring
2023-03-28,East,6604,11128,4578,62.31,20,61.59,Spring
2023-03-29,East,5310,9787,4049,51.86,20,51.34,Spring
2023-03-30,East,5595,10799,4297,59.5,20,59.97,Spring
2023-03-31,East,5413,10974,4536,54.43,20,54.61,Spring
2023-04-01,East,4974,9740,4357,60.9,20,61.46,Spring
2023-04-02,East,5149,10978,4689,62.44,20,62.87,Spring
2023-04-03,East,4779,10471,4296,55.22,20,55.32,Spring
2023-04-04,East,5587,11031,4422,50.98,20,50.24,Spring
2023-04-05,East,4686,10851,4480,63.2,20,62.99,Spring
2023-04-06,East,5064,10278,4587,54.27,20,53.8,Spring
2023-04-07,East,6092,12687,3815,55.05,20,55.22,Spring
2023-04-08,East,4336,10304,4966,55.97,20,56.0,Spring
2023-04-09,East,5767,10864,3978,58.47,20,58.53,Spring
2023-04-10,East,4993,10348,4950,62.16,20,61.88,Spring
2023-04-11,East,4117,9968,4461,55.86,20,55.83,Spring
2023-04-12,East,6441,12162,4839,53.94,20,54.06,Spring
2023-04-13,East,5215,10948,5078,54.92,20,54.63,Spring
2023-04-14,East,5078,10612,4408,56.56,20,56.54,Spring
2023-04-15,East,6176,11693,4054,50.39,20,50.99,Spring
2023-04-16,East,5083,10909,4624,54.52,20,55.17,Spring
2023-04-17,East,5032,11428,4674,48.61,20,48.12,Spring
2023-04-18,East,5829,10422,4406,58.5,20,58.11,Spring
2023-04-19,East,6327,11179,4450,61.14,20,61.08,Spring
2023-04-20,East,4635,11328,4341,59.67,20,59.14,Spring
2023-04-21,East,6421,12334,4195,61.63,20,61.08,Spring
2023-04-22,East,4624,10666,4983,52.41,20,53.05,Spring
2023-04-23,East,4960,10604,5041,46.66,20,48.44,Spring
2023-04-24,East,5435,10575,5189,55.77,20,55.64,Spring
2023-04-25,East,6269,10624,4329,52.74,20,52.96,Spring
2023-04-26,East,6661,11691,4364,54.45,20,54.63,Spring
2023-04-27,East,7156,10788,4159,55.18,20,55.52,Spring
2023-04-28,East,5982,11703,3809,54.31,20,54.61,Spring
2023-04-29,East,5577,12025,3922,59.43,20,59.54,Spring
2023-04-30,East,5078,10393,4915,58.66,20,58.45,Spring
2023-05-01,East,5221,11462,4208,52.03,20,50.87,Spring
2023-05-02,East,5785,10565,4509,52.48,20,53.6,Spring
2023-05-03,East,6022,11630,4403,53.66,20,53.44,Spring
2023-05-04,East,5242,10396,4359,55.68,20,55.92,Spring
2023-05-05,East,4841,10072,4685,56.95,20,57.56,Spring
2023-05-06,East,4516,10874,5119,62.99,20,63.48,Spring
2023-05-07,East,4456,9606,4130,55.39,20,55.84,Spring
2023-05-08,East,5528,11684,4540,49.31,20,48.04,Spring
2023-05-09,East,5138,11247,4442,55.47,20,55.79,Spring
2023-05-10,East,5815,10789,4857,58.14,20,58.82,Spring
2023-05-11,East,5167,11814,4545,48.7,20,48.87,Spring
2023-05-12,East,5144,11393,4353,59.28,20,59.02,Spring
2023-05-13,East,5245,9710,4560,52.21,20,52.66,Spring
2023-05-14,East,5024,9756,4123,55.09,20,55.44,Spring
2023-05-15,East,5546,11136,4122,57.43,20,57.34,Spring
2023-05-16,East,6721,11939,4901,55.83,20,56.17,Spring
2023-05-17,East,6028,11595,4866,60.02,20,60.02,Spring
2023-05-18,East,6570,11258,3659,49.51,20,49.25,Spring
2023-05-19,East,4821,10563,4539,51.82,20,51.7,Spring
2023-05-20,East,5755,10834,4670,60.04,20,59.9,Spring
2023-05-21,East,5046,9751,4556,57.73,20,57.31,Spring
2023-05-22,East,5356,10205,4676,48.31,20,48.52,Spring
2023-05-23,East,4661,11283,4284,47.86,20,47.66,Spring
2023-05-24,East,5811,10157,4858,55.79,20,55.83,Spring
2023-05-25,East,5160,10482,4511,50.38,20,51.48,Spring
2023-05-26,East,4631,10544,4693,54.71,20,55.0,Spring
2023-05-27,East,5020,11551,4065,56.38,20,55.25,Spring
2023-05-28,East,3892,10072,3970,53.76,20,53.79,Spring
2023-05-29,East,6223,11817,4659,59.22,20,58.81,Spring
2023-05-30,East,5742,11079,4054,56.17,20,55.7,Spring
2023-05-31,East,5284,10487,4614,53.03,20,53.6,Spring
2023-06-01,East,5022,9862,4289,47.64,20,47.56,Spring
2023-06-02,East,5620,11271,4278,58.55,20,57.7,Spring
2023-06-03,East,5880,11471,4983,57.15,20,57.16,Spring
2023-06-04,East,3830,9274,4497,56.22,20,56.09,Spring
2023-06-05,East,5026,9603,4297,57.49,20,57.99,Spring
2023-06-06,East,6522,11570,4975,56.94,20,56.39,Spring
2023-06-07,East,5339,10966,4226,51.98,20,51.71,Spring
2023-06-08,East,4146,8700,4190,56.37,20,55.58,Spring
2023-06-09,East,5387,10980,3723,57.24,20,56.56,Spring
2023-06-10,East,5074,10775,4244,44.08,20,43.53,Spring
2023-06-11,East,5411,11189,5001,60.09,20,59.62,Spring
2023-06-12,East,6027,11606,4444,56.69,20,56.96,Spring
2023-06-13,East,4867,10310,4902,67.66,20,67.27,Spring
2023-06-14,East,4925,10180,4380,53.65,20,54.03,Spring
2023-06-15,East,4641,10937,4600,59.45,20,59.65,Spring
2023-06-16,East,5305,11063,4457,59.88,20,59.95,Spring
2023-06-17,East,4803,9881,4412,56.09,20,56.79,Spring
2023-06-18,East,5106,11147,4113,57.25,20,56.75,Spring
2023-06-19,East,5090,10670,4389,53.5,20,53.03,Spring
2023-06-20,East,5661,10944,4645,54.32,20,54.82,Spring
2023-06-21,East,5195,10593,4141,46.4,20,46.79,Summer
2023-06-22,East,5697,11155,4373,58.56,20,57.65,Summer
2023-06-23,East,5007,11376,4628,55.5,20,55.12,Summer
2023-06-24,East,5863,11863,4866,53.06,20,52.89,Summer
2023-06-25,East,4688,11065,4218,53.52,20,53.15,Summer
2023-06-26,East,6234,11031,4468,53.28,20,52.9,Summer
2023-06-27,East,4982,11358,4706,56.15,20,56.34,Summer
2023-06-28,East,5175,11613,3637,51.03,20,51.41,Summer
2023-06-29,East,6305,10810,4763,52.32,20,52.94,Summer
2023-06-30,East,5939,10901,4224,59.69,20,60.09,Summer
2023-07-01,East,6064,10538,4011,59.92,20,60.51,Summer
2023-07-02,East,4835,10603,4112,55.56,20,55.96,Summer
2023-07-03,East,6485,13110,4284,56.24,20,56.2,Summer
2023-07-04,East,5495,10353,4886,56.65,20,56.0,Summer
2023-07-05,East,5694,11219,4475,58.16,20,58.4,Summer
2023-07-06,East,4533,12176,3709,47.74,20,47.29,Summer
2023-07-07,East,5262,13028,4231,52.91,20,52.96,Summer
2023-07-08,East,5266,10394,4004,41.8,20,41.3,Summer
2023-07-09,East,5677,9896,4276,53.39,20,53.66,Summer
2023-07-10,East,5755,11343,4060,59.24,20,59.68,Summer
2023-07-11,East,6268,11812,4300,50.25,20,50.56,Summer
2023-07-12,East,7513,12948,4449,54.5,20,55.42,Summer
2023-07-13,East,6252,12008,4310,52.42,20,53.14,Summer
2023-07-14,East,6183,11928,4718,56.57,20,56.4,Summer
2023-07-15,East,4314,10413,5219,51.99,20,52.37,Summer
2023-07-16,East,5505,11625,4502,54.45,20,54.01,Summer
2023-07-17,East,6010,10437,4361,58.1,20,57.52,Summer
2023-07-18,East,6392,11154,3902,49.79,20,50.29,Summer
2023-07-19,East,6400,12795,3653,55.61,20,55.81,Summer
2023-07-20,East,5676,10906,4808,50.35,20,50.45,Summer
2023-07-21,East,4412,8955,4724,62.59,20,63.17,Summer
2023-07-22,East,5119,12073,4845,51.07,20,50.83,Summer
2023-07-23,East,5673,10887,4312,50.83,20,50.46,Summer
2023-07-24,East,5443,10854,4571,62.69,20,63.26,Summer
2023-07-25,East,5510,10648,4251,49.68,20,49.54,Summer
2023-07-26,East,5800,11752,4237,58.73,20,59.6,Summer
2023-07-27,East,4747,11397,4347,51.86,20,52.03,Summer
2023-07-28,East,5185,9736,4510,60.85,20,60.93,Summer
2023-07-29,East,6272,12955,4510,49.37,20,49.52,Summer
2023-07-30,East,5910,10254,3909,56.41,20,55.61,Summer
2023-07-31,East,5837,11076,4413,49.37,20,48.9,Summer
2023-08-01,East,6121,10699,4616,49.64,20,49.04,Summer
2023-08-02,East,5634,10170,3719,62.75,20,62.89,Summer
2023-08-03,East,6049,10898,4573,54.96,20,55.29,Summer
2023-08-04,East,5720,11361,4063,55.54,20,55.23,Summer
2023-08-05,East,5472,11991,4646,50.54,20,50.24,Summer
2023-08-06,East,6013,11070,3616,56.9,20,56.83,Summer
2023-08-07,East,5538,10151,4002,51.1,20,50.58,Summer
2023-08-08,East,5511,11413,4257,53.34,20,52.91,Summer
2023-08-09,East,5400,10556,4566,56.67,20,56.34,Summer
2023-08-10,East,5694,10690,4484,53.21,20,52.73,Summer
2023-08-11,East,4338,10872,5031,54.88,20,55.03,Summer
2023-08-12,East,4528,9656,4674,47.3,20,48.2,Summer
2023-08-13,East,5360,11227,4923,53.11,20,53.39,Summer
2023-08-14,East,5657,11409,4058,58.36,20,58.07,Summer
2023-08-15,East,4443,9722,4528,42.05,20,42.34,Summer
2023-08-16,East,4282,9804,4507,50.89,20,51.23,Summer
2023-08-17,East,5486,11254,4222,51.41,20,51.92,Summer
2023-08-18,East,6887,11841,3981,51.38,20,50.41,Summer
2023-08-19,East,5086,9251,4235,48.65,20,48.65,Summer
2023-08-20,East,6722,12760,4190,54.55,20,54.38,Summer
2023-08-21,East,5005,10844,4296,55.49,20,55.82,Summer
2023-08-22,East,3845,8665,3829,51.25,20,51.7,Summer
2023-08-23,East,5752,11583,4656,52.76,20,53.17,Summer
2023-08-24,East,5929,11421,5075,51.29,20,51.35,Summer
2023-08-25,East,5953,11427,4611,59.68,20,60.06,Summer
2023-08-26,East,5006,10888,4292,47.27,20,47.0,Summer
2023-08-27,East,6157,11967,4915,54.43,20,54.6,Summer
2023-08-28,East,5588,11500,4292,57.91,20,57.66,Summer
2023-08-29,East,6103,11447,4844,55.49,20,55.35,Summer
2023-08-30,East,5741,10356,3834,48.11,20,48.64,Summer
2023-08-31,East,4671,9979,4596,50.26,20,50.8,Summer
2023-09-01,East,5781,10715,4768,49.38,20,49.18,Summer
2023-09-02,East,5244,10624,4246,57.1,20,57.22,Summer
2023-09-03,East,4418,11650,4303,49.58,20,49.09,Summer
2023-09-04,East,4029,9315,4386,49.61,20,49.51,Summer
2023-09-05,East,5466,10441,3855,53.11,20,52.6,Summer
2023-09-06,East,5602,11010,5148,59.39,20,58.99,Summer
2023-09-07,East,5416,9524,4191,53.93,20,53.5,Summer
2023-09-08,East,4923,10812,4342,52.9,20,53.63,Summer
2023-09-09,East,5629,10885,4674,57.42,20,57.14,Summer
2023-09-10,East,5762,11207,5051,48.19,20,48.37,Summer
2023-09-11,East,5304,11957,4819,56.34,20,56.86,Summer
2023-09-12,East,5148,8970,3926,54.49,20,54.73,Summer
2023-09-13,East,5707,12839,4532,48.37,20,48.0,Summer
2023-09-14,East,5481,11445,4819,52.88,20,53.46,Summer
2023-09-15,East,6232,10124,4354,54.57,20,54.82,Summer
2023-09-16,East,6106,10950,4339,53.67,20,54.76,Summer
2023-09-17,East,4645,10471,4305,55.74,20,55.82,Summer
2023-09-18,East,5706,10566,4548,55.04,20,54.75,Summer
2023-09-19,East,5176,10383,4300,52.7,20,52.64,Summer
2023-09-20,East,4959,11205,4585,55.24,20,54.74,Summer
2023-09-21,East,5272,10123,4046,51.38,20,51.48,Autumn
2023-09-22,East,6748,11208,4199,57.33,20,57.01,Autumn
2023-09-23,East,5027,10658,4369,59.62,20,59.76,Autumn
2023-09-24,East,4999,10647,4087,54.28,20,54.85,Autumn
2023-09-25,East,4823,9726,4456,54.01,20,54.1,Autumn
2023-09-26,East,5377,10830,4318,57.63,20,57.39,Autumn
2023-09-27,East,4843,9986,4010,63.13,20,63.21,Autumn
2023-09-28,East,4726,10432,5007,56.6,20,56.46,Autumn
2023-09-29,East,6667,11544,4269,52.81,20,54.18,Autumn
2023-09-30,East,5543,11661,4520,56.15,20,56.12,Autumn
2023-10-01,East,6275,11845,4636,63.32,20,63.37,Autumn
2023-10-02,East,3995,9204,4257,58.34,20,58.38,Autumn
2023-10-03,East,5537,11669,4603,43.38,20,43.34,Autumn
2023-10-04,East,5473,10275,4658,58.43,20,58.88,Autumn
2023-10-05,East,6062,10541,4711,53.77,20,53.2,Autumn
2023-10-06,East,5777,10761,4803,55.1,20,55.01,Autumn
2023-10-07,East,5042,10752,3769,54.79,20,55.03,Autumn
2023-10-08,East,4478,9782,4550,48.92,20,48.1,Autumn
2023-10-09,East,5143,10746,3971,49.69,20,49.82,Autumn
2023-10-10,East,5167,10056,3994,52.05,20,51.6,Autumn
2023-10-11,East,5902,10375,3847,56.67,20,56.27,Autumn
2023-10-12,East,6129,11608,4938,59.77,20,59.3,Autumn
2023-10-13,East,4522,10698,4692,48.08,20,48.39,Autumn
2023-10-14,East,5078,10950,4578,64.35,20,64.98,Autumn
2023-10-15,East,4922,11395,4078,54.38,20,54.61,Autumn
2023-10-16,East,4675,10952,4579,50.95,20,51.64,Autumn
2023-10-17,East,6182,11929,4082,59.76,20,59.34,Autumn
2023-10-18,East,4646,10109,4341,53.45,20,53.48,Autumn
2023-10-19,East,5712,12440,4543,62.7,20,62.68,Autumn
2023-10-20,East,6193,11392,4357,54.95,20,54.73,Autumn
2023-10-21,East,6249,11529,4506,60.61,20,60.76,Autumn
2023-10-22,East,5891,10151,4701,50.82,20,51.71,Autumn
2023-10-23,East,6287,11586,4814,57.7,20,57.2,Autumn
2023-10-24,East,5578,10958,4896,57.43,20,56.44,Autumn
2023-10-25,East,5302,10977,4349,55.6,20,55.34,Autumn
2023-10-26,East,5479,11495,4003,53.97,20,54.3,Autumn
2023-10-27,East,5836,11493,4221,55.67,20,56.04,Autumn
2023-10-28,East,6350,10912,4273,56.12,20,56.35,Autumn
2023-10-29,East,5270,10641,4266,51.12,20,51.66,Autumn
2023-10-30,East,5706,11276,4079,62.94,20,63.21,Autumn
2023-10-31,East,4635,11608,4381,48.96,20,48.76,Autumn
2023-11-01,East,5398,10303,4880,48.5,20,48.7,Autumn
2023-11-02,East,5902,11755,4797,46.62,20,47.36,Autumn
2023-11-03,East,5262,11149,3897,57.24,20,57.34,Autumn
2023-11-04,East,5948,11358,4604,57.31,20,57.52,Autumn
2023-11-05,East,6348,11068,3699,52.93,20,53.96,Autumn
2023-11-06,East,5454,9695,4097,65.46,20,65.96,Autumn
2023-11-07,East,4954,11327,5061,56.48,20,56.28,Autumn
2023-11-08,East,5456,11097,4587,60.1,20,59.43,Autumn
2023-11-09,East,5324,10141,3771,56.19,20,55.9,Autumn
2023-11-10,East,4562,9657,4189,51.6,20,52.2,Autumn
2023-11-11,East,5506,9678,4546,53.95,20,53.53,Autumn
2023-11-12,East,4549,11084,4839,57.17,20,56.78,Autumn
2023-11-13,East,4291,11074,4150,52.91,20,52.89,Autumn
2023-11-14,East,5004,10663,4322,56.34,20,56.01,Autumn
2023-11-15,East,6125,12014,5056,57.51,20,57.77,Autumn
2023-11-16,East,5110,10808,4566,57.63,20,57.74,Autumn
2023-11-17,East,4956,10067,4714,49.57,20,49.43,Autumn
2023-11-18,East,5247,11194,4120,49.65,20,49.4,Autumn
2023-11-19,East,5289,10438,4639,56.92,20,57.57,Autumn
2023-11-20,East,5987,11868,4388,56.02,20,56.48,Autumn
2023-11-21,East,4786,10452,4837,52.32,20,51.41,Autumn
2023-11-22,East,5401,11234,4006,59.62,20,59.33,Autumn
2023-11-23,East,5724,11671,4253,58.42,20,58.3,Autumn
2023-11-24,East,5891,11169,4268,57.44,20,57.34,Autumn
2023-11-25,East,5363,11153,4656,61.4,20,62.26,Autumn
2023-11-26,East,5349,10475,3999,56.58,20,57.0,Autumn
2023-11-27,East,4627,9448,4611,58.0,20,57.7,Autumn
2023-11-28,East,5115,11959,4155,56.71,20,56.62,Autumn
2023-11-29,East,5172,9959,3747,57.85,20,57.8,Autumn
2023-11-30,East,5851,11184,4824,53.85,20,53.88,Autumn
2023-12-01,East,4188,8774,3934,57.32,20,56.81,Autumn
2023-12-02,East,5529,10467,3787,50.95,20,50.35,Autumn
2023-12-03,East,5987,10929,4351,54.57,20,54.34,Autumn
2023-12-04,East,6302,10450,4240,52.18,20,51.73,Autumn
2023-12-05,East,5411,11281,4097,48.42,20,48.36,Autumn
2023-12-06,East,5529,10991,4822,54.8,20,54.39,Autumn
2023-12-07,East,5564,10524,4417,59.96,20,60.0,Autumn
2023-12-08,East,5355,10567,4412,63.0,20,64.04,Autumn
2023-12-09,East,5152,10955,4813,53.6,20,53.29,Autumn
2023-12-10,East,5415,9874,3611,57.77,20,57.95,Autumn
2023-12-11,East,4356,10422,3708,56.2,20,55.86,Autumn
2023-12-12,East,4877,10555,4287,57.0,20,56.84,Autumn
2023-12-13,East,5098,11470,4247,45.69,20,45.53,Autumn
2023-12-14,East,6015,12050,4228,60.98,20,61.91,Autumn
2023-12-15,East,5307,11731,4350,61.21,20,61.14,Autumn
2023-12-16,East,5302,10821,4290,51.36,20,52.17,Autumn
2023-12-17,East,5893,11048,4136,52.32,20,51.04,Autumn
2023-12-18,East,4924,10680,4732,45.35,20,45.63,Autumn
2023-12-19,East,4242,10661,4471,58.85,20,59.04,Autumn
2023-12-20,East,7362,11732,4113,54.44,20,53.18,Autumn
2023-12-21,East,6376,10710,4237,57.4,20,55.82,Winter
2023-12-22,East,6570,10258,4095,48.93,20,49.01,Winter
2023-12-23,East,5504,12467,4421,56.53,20,55.36,Winter
2023-12-24,East,5896,10546,4545,52.47,20,52.52,Winter
2023-12-25,East,5386,11003,3889,55.99,20,55.99,Winter
2023-12-26,East,7154,11819,4687,51.79,20,51.39,Winter
2023-12-27,East,5078,10435,3979,58.35,20,58.32,Winter
2023-12-28,East,6792,12288,3590,53.34,20,53.82,Winter
2023-12-29,East,4421,10399,4620,57.72,20,57.4,Winter
2023-12-30,East,4628,8998,4297,66.34,20,66.22,Winter
2023-12-31,East,4670,11043,4548,58.53,20,59.17,Winter
2024-01-01,East,4542,10727,4996,50.31,20,50.24,Winter
2022-01-01,South,3208,6115,2202,70.66,20,70.58,Winter
2022-01-02,South,2236,5360,2153,62.44,20,62.33,Winter
2022-01-03,South,3596,6128,1988,62.69,20,62.81,Winter
2022-01-04,South,2953,5592,2221,51.61,20,51.88,Winter
2022-01-05,South,2198,5662,2093,54.69,20,54.8,Winter
2022-01-06,South,2526,5443,2065,49.1,20,48.1,Winter
2022-01-07,South,1835,4945,2466,55.79,20,55.69,Winter
2022-01-08,South,2892,5355,1326,53.7,20,53.86,Winter
2022-01-09,South,2866,6280,2131,54.99,20,55.58,Winter
2022-01-10,South,2878,5689,2050,56.65,20,57.19,Winter
2022-01-11,South,2214,5579,2295,57.17,20,56.71,Winter
2022-01-12,South,1959,4857,2281,62.82,20,62.86,Winter
2022-01-13,South,1663,4626,2293,64.23,20,64.18,Winter
2022-01-14,South,2387,5423,2135,64.21,20,63.8,Winter
2022-01-15,South,3507,7140,2064,58.1,20,57.97,Winter
2022-01-16,South,2341,5673,2162,59.71,20,58.72,Winter
2022-01-17,South,3681,6473,1830,66.82,20,68.24,Winter
2022-01-18,South,3575,6274,2448,63.25,20,62.41,Winter
2022-01-19,South,2756,5552,2525,40.68,20,41.12,Winter
2022-01-20,South,3286,6070,1942,61.23,20,61.08,Winter
2022-01-21,South,2907,5030,2665,56.58,20,57.07,Winter
2022-01-22,South,3192,6236,2110,55.59,20,55.67,Winter
2022-01-23,South,3052,5981,2240,44.78,20,44.39,Winter
2022-01-24,South,1804,5244,2242,54.32,20,54.58,Winter
2022-01-25,South,2450,4198,2120,50.03,20,50.15,Winter
2022-01-26,South,2938,5933,2035,52.41,20,53.26,Winter
2022-01-27,South,2757,5700,2267,58.13,20,57.86,Winter
2022-01-28,South,2949,5221,1867,62.73,20,64.45,Winter
2022-01-29,South,3173,5801,1688,46.82,20,47.07,Winter
2022-01-30,South,1845,5050,1763,58.26,20,57.63,Winter
2022-01-31,South,2324,4965,1947,53.59,20,53.45,Winter
2022-02-01,South,2963,5889,2025,48.87,20,49.15,Winter
2022-02-02,South,2894,5992,2102,59.59,20,59.43,Winter
2022-02-03,South,2960,5764,2351,44.65,20,45.01,Winter
2022-02-04,South,2061,5514,2155,52.19,20,52.29,Winter
2022-02-05,South,2724,5618,2887,58.55,20,58.33,Winter
2022-02-06,South,3841,6050,2116,52.87,20,53.08,Winter
2022-02-07,South,2142,5910,2078,60.65,20,61.18,Winter
2022-02-08,South,3110,5606,2146,56.67,20,57.44,Winter
2022-02-09,South,2423,5370,2361,55.45,20,56.4,Winter
2022-02-10,South,2894,5432,2284,55.89,20,55.89,Winter
2022-02-11,South,2890,6942,2175,51.91,20,52.03,Winter
2022-02-12,South,3244,6229,2305,53.04,20,53.07,Winter
2022-02-13,South,2584,5817,2435,46.97,20,47.87,Winter
2022-02-14,South,2921,5850,2000,59.6,20,60.92,Winter
2022-02-15,South,2549,5339,2339,49.94,20,50.81,Winter
2022-02-16,South,2828,5801,2135,54.43,20,54.14,Winter
2022-02-17,South,2190,4890,1953,64.22,20,63.84,Winter
2022-02-18,South,3448,6574,2329,56.84,20,55.76,Winter
2022-02-19,South,2329,5936,2123,42.57,20,41.44,Winter
2022-02-20,South,2870,5108,2041,52.07,20,51.64,Winter
2022-02-21,South,2401,5490,2196,51.33,20,50.32,Winter
2022-02-22,South,3037,6026,2008,60.11,20,59.95,Winter
2022-02-23,South,2339,4607,2512,55.53,20,55.9,Winter
2022-02-24,South,2529,4911,2358,58.56,20,58.01,Winter
2022-02-25,South,2765,6020,2341,49.83,20,49.56,Winter
2022-02-26,South,3089,5909,2017,45.42,20,44.77,Winter
2022-02-27,South,2578,5534,2474,57.65,20,57.31,Winter
2022-02-28,South,2671,5284,2243,50.35,20,50.57,Winter
2022-03-01,South,3636,7038,1935,55.78,20,55.98,Winter
2022-03-02,South,1878,5043,2133,59.4,20,59.59,Winter
2022-03-03,South,2663,4353,2391,55.52,20,55.11,Winter
2022-03-04,South,2125,5113,2290,56.49,20,57.09,Winter
2022-03-05,South,2477,5702,2253,58.63,20,57.9,Winter
2022-03-06,South,3066,5788,2340,50.21,20,49.61,Winter
2022-03-07,South,2972,5841,1765,52.05,20,52.36,Winter
2022-03-08,South,2647,5305,2025,46.99,20,46.64,Winter
2022-03-09,South,2571,5445,2287,63.97,20,63.83,Winter
2022-03-10,South,3415,5350,2164,53.98,20,53.04,Winter
2022-03-11,South,3000,5730,2070,58.22,20,57.68,Winter
2022-03-12,South,2163,4643,2382,54.82,20,54.74,Winter
2022-03-13,South,1832,5280,2324,57.93,20,57.62,Winter
2022-03-14,South,2675,5411,2167,54.07,20,54.64,Winter
2022-03-15,South,2241,5643,2348,65.01,20,64.7,Winter
2022-03-16,South,1828,4204,2171,60.6,20,60.19,Winter
2022-03-17,South,3002,5836,1899,55.7,20,56.53,Winter
2022-03-18,South,2384,5049,1889,65.34,15,64.91,Winter
2022-03-19,South,2198,4858,2226,49.05,20,48.52,Winter
2022-03-20,South,3487,6514,2369,60.63,15,60.04,Winter
2022-03-21,South,2400,5448,2489,64.36,20,64.06,Spring
2022-03-22,South,2444,4329,1954,54.58,20,54.26,Spring
2022-03-23,South,2081,5304,2114,48.94,20,48.78,Spring
2022-03-24,South,3141,5464,2352,54.44,20,54.15,Spring
2022-03-25,South,2418,5669,2105,53.95,20,53.83,Spring
2022-03-26,South,3045,5505,2090,57.01,20,57.11,Spring
2022-03-27,South,2615,4850,2255,57.72,20,57.79,Spring
2022-03-28,South,2940,5143,2333,50.33,20,50.28,Spring
2022-03-29,South,2658,5411,2036,45.29,20,44.8,Spring
2022-03-30,South,2791,5510,1857,58.52,20,58.04,Spring
2022-03-31,South,3241,6320,2430,54.57,20,54.57,Spring
2022-04-01,South,2527,5484,2065,59.49,20,59.48,Spring
2022-04-02,South,2798,5723,2438,57.48,20,56.77,Spring
2022-04-03,South,3419,6059,2228,50.29,20,50.68,Spring
2022-04-04,South,2297,5358,2194,63.04,20,61.84,Spring
2022-04-05,South,2969,5649,2571,47.7,20,46.89,Spring
2022-04-06,South,2940,6129,2253,63.99,20,64.42,Spring
2022-04-07,South,2402,6178,2116,58.38,20,58.45,Spring
2022-04-08,South,2839,5816,2130,54.41,20,53.46,Spring
2022-04-09,South,3118,5969,2006,56.94,20,56.82,Spring
2022-04-10,South,2276,4978,2121,48.0,20,47.08,Spring
2022-04-11,South,3006,5792,2513,52.91,20,53.14,Spring
2022-04-12,South,2238,5429,2161,56.19,20,56.33,Spring
2022-04-13,South,2131,5476,2148,59.63,20,60.75,Spring
2022-04-14,South,2216,4778,2022,55.78,20,57.04,Spring
2022-04-15,South,3322,6344,2002,58.2,20,57.33,Spring
2022-04-16,South,3078,5277,1921,66.29,20,66.18,Spring
2022-04-17,South,3054,5521,2381,61.56,20,61.34,Spring
2022-04-18,South,2268,5727,2479,49.5,20,48.8,Spring
2022-04-19,South,2589,6047,2526,55.38,20,56.58,Spring
2022-04-20,South,2176,4210,2472,64.13,20,64.61,Spring
2022-04-21,South,2997,6228,2475,49.24,20,50.0,Spring
2022-04-22,South,1660,5777,1990,50.78,20,50.26,Spring
2022-04-23,South,2013,4761,2203,58.07,20,57.72,Spring
2022-04-24,South,2337,5309,2213,48.3,20,48.02,Spring
2022-04-25,South,2286,5396,2393,56.87,20,55.65,Spring
2022-04-26,South,2801,5871,2440,57.0,20,57.3,Spring
2022-04-27,South,2355,6034,2111,44.68,20,44.41,Spring
2022-04-28,South,2643,5530,2191,59.44,20,59.24,Spring
2022-04-29,South,2709,5432,2018,55.61,20,55.8,Spring
2022-04-30,South,2367,5641,2033,51.83,20,51.33,Spring
2022-05-01,South,2916,6359,2166,62.35,20,61.39,Spring
2022-05-02,South,1946,5169,2357,62.2,20,61.44,Spring
2022-05-03,South,2949,5603,2150,53.39,20,54.39,Spring
2022-05-04,South,2796,5340,1858,60.06,20,60.37,Spring
2022-05-05,South,2312,4440,2714,56.4,20,55.81,Spring
2022-05-06,South,2565,5376,2509,53.99,20,54.29,Spring
2022-05-07,South,3921,5735,2186,63.72,20,63.67,Spring
2022-05-08,South,3791,6832,2159,55.18,20,55.56,Spring
2022-05-09,South,2318,4921,2510,56.92,20,56.34,Spring
2022-05-10,South,2296,6121,1935,56.87,20,57.92,Spring
2022-05-11,South,3056,5607,2193,55.22,20,54.39,Spring
2022-05-12,South,3180,5272,2012,60.24,20,59.57,Spring
2022-05-13,South,3365,5622,2195,48.37,20,48.39,Spring
