Date,Store ID,Units Sold,Inventory Level,Units Ordered,Price,Discount,Competitor Pricing,Region,Weather Condition,Seasonality
2022-12-09,S001,3107,5399,2515,47.93,20,47.33,East,Sunny,Autumn
2022-12-10,S001,1902,5072,2306,59.68,20,59.08,East,Snowy,Autumn
2022-12-11,S001,2588,5066,1864,60.68,20,61.58,East,Rainy,Autumn
2022-12-12,S001,2507,6082,2637,54.07,20,54.6,East,Sunny,Autumn
2022-12-13,S001,1812,3704,2409,50.62,20,50.44,East,Snowy,Autumn
2022-12-14,S001,2309,5425,2328,57.61,20,56.66,East,Cloudy,Autumn
2022-12-15,S001,2513,5629,2090,59.17,20,59.22,East,Rainy,Autumn
2022-12-16,S001,3761,6535,1979,58.31,20,58.33,East,Rainy,Autumn
2022-12-17,S001,2201,4454,2405,48.35,20,47.97,East,Sunny,Autumn
2022-12-18,S001,2599,5034,1705,53.07,20,52.81,East,Snowy,Autumn
2022-12-19,S001,2873,6248,2172,58.42,20,58.35,East,Snowy,Autumn
2022-12-20,S001,2607,6062,2147,50.1,20,50.53,East,Sunny,Autumn
2022-12-21,S001,2591,5396,1979,56.37,20,56.21,East,Rainy,Winter
2022-12-22,S001,2407,6199,2430,48.71,20,49.18,East,Snowy,Winter
2022-12-23,S001,2994,5476,2093,51.96,20,51.14,East,Cloudy,Winter
2022-12-24,S001,2959,5476,1999,51.2,20,51.41,East,Rainy,Winter
2022-12-25,S001,2653,5678,2330,55.47,20,54.77,East,Sunny,Winter
2022-12-26,S001,2289,5608,2178,51.07,20,51.11,East,Cloudy,Winter
2022-12-27,S001,2177,5396,2051,51.6,20,51.2,East,Snowy,Winter
2022-12-28,S001,2159,6237,1836,46.16,20,46.11,East,Rainy,Winter
2022-12-29,S001,3102,6494,2430,59.12,20,59.35,East,Cloudy,Winter
2022-12-30,S001,2680,5967,2245,57.63,20,57.72,East,Cloudy,Winter
2022-12-31,S001,2440,4949,2481,51.41,20,50.69,East,Cloudy,Winter
2023-01-01,S001,2375,6185,2405,46.32,20,47.31,East,Cloudy,Winter
2023-01-02,S001,2820,4886,2287,55.0,20,54.82,East,Cloudy,Winter
2023-01-03,S001,3809,6530,2151,49.02,20,50.04,East,Cloudy,Winter
2023-01-04,S001,2724,5509,2321,50.71,20,52.51,East,Cloudy,Winter
2023-01-05,S001,2885,6199,2574,53.57,20,54.18,East,Sunny,Winter
2023-01-06,S001,2429,5432,1776,62.66,20,62.29,East,Snowy,Winter
2023-01-07,S001,1324,4775,1950,59.92,15,59.93,East,Rainy,Winter
2023-01-08,S001,2725,4914,1901,60.31,20,60.64,East,Rainy,Winter
2023-01-09,S001,2176,4694,2277,51.09,20,51.21,East,Snowy,Winter
2023-01-10,S001,2752,6048,2120,55.0,20,54.95,East,Cloudy,Winter
2023-01-11,S001,3126,5491,2582,65.97,20,65.98,East,Rainy,Winter
2023-01-12,S001,3172,5756,2510,63.01,20,62.44,East,Rainy,Winter
2023-01-13,S001,3496,6220,2135,57.64,20,57.74,East,Snowy,Winter
2023-01-14,S001,2543,6225,2460,48.85,20,47.71,East,Rainy,Winter
2023-01-15,S001,2861,5673,2268,53.12,20,52.81,East,Rainy,Winter
2023-01-16,S001,2202,5424,2298,55.94,20,55.69,East,Rainy,Winter
2023-01-17,S001,3093,5941,2333,55.04,20,55.1,East,Snowy,Winter
2023-01-18,S001,2916,6412,1684,51.61,20,50.74,East,Cloudy,Winter
2023-01-19,S001,3003,5746,2033,58.95,20,58.67,East,Sunny,Winter
2023-01-20,S001,2691,5143,1873,55.97,20,56.71,East,Rainy,Winter
2023-01-21,S001,2450,5648,2457,55.67,20,55.41,East,Cloudy,Winter
2023-01-22,S001,3345,5824,2185,50.92,20,51.3,East,Snowy,Winter
2023-01-23,S001,2269,4740,2158,61.77,20,61.67,East,Sunny,Winter
2023-01-24,S001,2779,5942,2130,64.71,20,65.67,East,Snowy,Winter
2023-01-25,S001,2447,5543,2737,47.95,20,48.22,East,Cloudy,Winter
2023-01-26,S001,3200,6243,2022,55.16,20,54.82,East,Cloudy,Winter
2023-01-27,S001,3273,5792,2384,48.87,20,48.3,East,Cloudy,Winter
2023-01-28,S001,3284,6453,2127,61.97,20,62.53,East,Cloudy,Winter
2023-01-29,S001,2562,5033,2527,54.48,20,54.57,East,Snowy,Winter
2023-01-30,S001,3095,6392,2243,56.29,20,57.35,East,Cloudy,Winter
2023-01-31,S001,3206,5007,2255,49.98,20,49.23,East,Rainy,Winter
2023-02-01,S001,2089,5674,2262,57.78,20,57.75,East,Rainy,Winter
2023-02-02,S001,2106,5938,2297,47.17,20,48.07,East,Cloudy,Winter
2023-02-03,S001,1664,4142,2554,59.48,20,60.19,East,Sunny,Winter
2023-02-04,S001,2228,5421,2489,48.68,20,47.66,East,Cloudy,Winter
2023-02-05,S001,2521,4835,1958,56.0,20,55.82,East,Snowy,Winter
2023-02-06,S001,2318,5374,2517,57.09,20,56.98,East,Rainy,Winter
2023-02-07,S001,2678,5404,2101,54.12,20,54.08,East,Snowy,Winter
2023-02-08,S001,2549,5267,1827,61.42,20,61.72,East,Cloudy,Winter
2023-02-09,S001,2927,5659,1814,60.52,20,59.63,East,Rainy,Winter
2023-02-10,S001,2654,5818,2593,66.14,20,65.91,East,Snowy,Winter
2023-02-11,S001,3713,6715,2401,46.24,20,45.5,East,Rainy,Winter
2023-02-12,S001,2978,4803,1911,47.0,20,46.72,East,Cloudy,Winter
2023-02-13,S001,3247,5778,2092,57.39,20,57.61,East,Rainy,Winter
2023-02-14,S001,2822,5447,2229,53.4,20,52.95,East,Cloudy,Winter
2023-02-15,S001,2092,5000,2329,60.31,20,61.6,East,Cloudy,Winter
2023-02-16,S001,2782,5860,1991,59.53,20,58.95,East,Sunny,Winter
2023-02-17,S001,2739,5510,1986,62.87,20,63.48,East,Cloudy,Winter
2023-02-18,S001,2914,5197,1726,58.29,20,57.34,East,Cloudy,Winter
2023-02-19,S001,2377,4999,2055,69.91,20,69.32,East,Snowy,Winter
2023-02-20,S001,2120,5305,2591,54.09,20,54.75,East,Rainy,Winter
2023-02-21,S001,2972,5867,2223,55.79,20,56.3,East,Cloudy,Winter
2023-02-22,S001,2966,5166,1947,52.49,20,51.95,East,Cloudy,Winter
2023-02-23,S001,3460,5649,1956,52.65,20,53.19,East,Sunny,Winter
2023-02-24,S001,2663,4946,2147,50.84,20,51.78,East,Rainy,Winter
2023-02-25,S001,2609,5026,1952,57.4,20,57.22,East,Snowy,Winter
2023-02-26,S001,3116,6521,2414,54.63,20,54.64,East,Sunny,Winter
2023-02-27,S001,2285,4556,2469,60.19,20,59.6,East,Cloudy,Winter
2023-02-28,S001,3924,6137,2291,54.68,20,55.16,East,Rainy,Winter
2023-03-01,S001,2404,5515,2138,56.26,20,56.8,East,Snowy,Winter
2023-03-02,S001,3465,5750,2251,57.7,20,58.45,East,Cloudy,Winter
2023-03-03,S001,2510,5321,2300,48.07,20,47.36,East,Rainy,Winter
2023-03-04,S001,3070,5284,2122,59.36,20,59.36,East,Sunny,Winter
2023-03-05,S001,3506,6326,2542,49.43,20,48.88,East,Snowy,Winter
2023-03-06,S001,2322,4805,2239,60.82,20,62.53,East,Rainy,Winter
2023-03-07,S001,3125,5962,2286,65.88,20,66.8,East,Cloudy,Winter
2023-03-08,S001,2248,5163,2149,57.67,20,57.07,East,Snowy,Winter
2023-03-09,S001,2445,5299,2131,57.79,20,56.85,East,Sunny,Winter
2023-03-10,S001,2920,5065,1947,63.19,20,62.89,East,Sunny,Winter
2023-03-11,S001,2429,5294,2241,56.52,20,56.44,East,Rainy,Winter
2023-03-12,S001,3502,6424,2037,50.24,20,50.66,East,Cloudy,Winter
2023-03-13,S001,3020,5783,2651,56.14,20,56.26,East,Cloudy,Winter
2023-03-14,S001,2278,5455,2930,57.33,20,57.9,East,Rainy,Winter
2023-03-15,S001,2350,6259,1986,59.12,20,59.81,East,Cloudy,Winter
2023-03-16,S001,1512,4213,2501,58.52,20,59.0,East,Sunny,Winter
2023-03-17,S001,2931,5058,1828,57.87,20,55.57,East,Rainy,Winter
2023-03-18,S001,2269,5134,2265,54.23,20,54.64,East,Sunny,Winter
2023-03-19,S001,2494,5758,2029,58.15,20,58.62,East,Rainy,Winter
2023-03-20,S001,2920,5881,2353,58.77,20,59.1,East,Rainy,Winter
2023-03-21,S001,2528,4644,2510,52.73,20,53.12,East,Rainy,Spring
2023-03-22,S001,3225,5329,2093,51.16,20,50.96,East,Cloudy,Spring
2023-03-23,S001,3533,6224,2250,57.23,20,57.51,East,Sunny,Spring
2023-03-24,S001,2169,4849,2493,54.54,20,54.39,East,Rainy,Spring
2023-03-25,S001,2815,5725,2348,53.76,20,52.82,East,Cloudy,Spring
2023-03-26,S001,1836,5248,2287,51.31,20,51.4,East,Cloudy,Spring
2023-03-27,S001,3244,5815,2313,48.86,20,48.58,East,Cloudy,Spring
2023-03-28,S001,3539,5609,2190,64.93,20,64.31,East,Sunny,Spring
2023-03-29,S001,2909,4865,2199,57.03,20,56.39,East,Cloudy,Spring
2023-03-30,S001,3046,6001,2356,53.95,20,53.88,East,Cloudy,Spring
2023-03-31,S001,1926,4386,2328,52.68,20,52.95,East,Rainy,Spring
2023-04-01,S001,2360,4968,2067,58.55,20,58.81,East,Snowy,Spring
2023-04-02,S001,2564,5533,2511,71.36,20,71.95,East,Cloudy,Spring
2023-04-03,S001,2838,5791,1800,56.52,20,55.93,East,Sunny,Spring
2023-04-04,S001,2555,5403,2330,53.44,20,52.67,East,Sunny,Spring
2023-04-05,S001,1932,4960,1914,68.01,20,67.51,East,Cloudy,Spring
2023-04-06,S001,2126,5404,2361,55.91,20,55.21,East,Snowy,Spring
2023-04-07,S001,2778,6258,1830,51.35,20,50.95,East,Cloudy,Spring
2023-04-08,S001,1725,4611,2377,60.25,20,60.27,East,Sunny,Spring
2023-04-09,S001,2510,4125,2002,68.48,20,69.22,East,Cloudy,Spring
2023-04-10,S001,2359,5236,2264,65.19,20,64.9,East,Snowy,Spring
2023-04-11,S001,1917,4988,2106,55.98,20,54.6,East,Cloudy,Spring
2023-04-12,S001,3066,5935,2289,48.96,20,48.96,East,Cloudy,Spring
2023-04-13,S001,2716,5894,2218,55.76,20,56.21,East,Snowy,Spring
2023-04-14,S001,2851,5881,2236,59.42,20,59.0,East,Sunny,Spring
2023-04-15,S001,3013,5929,1818,46.17,20,46.79,East,Cloudy,Spring
2023-04-16,S001,2875,6518,2377,56.54,20,58.27,East,Snowy,Spring
2023-04-17,S001,2132,5275,1912,46.65,20,46.52,East,Rainy,Spring
2023-04-18,S001,2579,5151,2276,59.97,20,59.37,East,Sunny,Spring
2023-04-19,S001,3669,5829,2230,58.57,20,57.59,East,Rainy,Spring
2023-04-20,S001,2810,6509,2082,61.63,20,60.22,East,Rainy,Spring
2023-04-21,S001,3051,5856,2002,66.3,20,66.01,East,Snowy,Spring
2023-04-22,S001,2278,5343,2512,37.71,20,38.24,East,Sunny,Spring
2023-04-23,S001,2634,5644,2243,46.58,20,48.0,East,Cloudy,Spring
2023-04-24,S001,2414,4542,2570,46.84,20,46.43,East,Snowy,Spring
2023-04-25,S001,2720,5256,2132,49.6,15,49.98,East,Cloudy,Spring
2023-04-26,S001,3315,5488,2343,54.54,20,54.61,East,Rainy,Spring
2023-04-27,S001,3858,5747,2238,56.5,20,56.48,East,Cloudy,Spring
2023-04-28,S001,2995,5366,1905,52.38,20,52.74,East,Cloudy,Spring
2023-04-29,S001,2298,5990,2135,68.22,20,68.09,East,Snowy,Spring
2023-04-30,S001,2448,4950,2450,61.52,20,60.59,East,Cloudy,Spring
2023-05-01,S001,2409,5349,2338,43.75,20,42.46,East,Cloudy,Spring
2023-05-02,S001,3501,5918,2167,45.15,20,45.77,East,Sunny,Spring
2023-05-03,S001,3157,6125,2167,58.99,20,58.14,East,Cloudy,Spring
2023-05-04,S001,2765,5372,2212,52.94,20,53.52,East,Cloudy,Spring
2023-05-05,S001,2576,5181,2596,58.99,20,59.11,East,Cloudy,Spring
2023-05-06,S001,1954,5421,2520,62.52,20,62.91,East,Rainy,Spring
2023-05-07,S001,2357,5160,2196,51.95,20,51.28,East,Rainy,Spring
2023-05-08,S001,2819,6075,2445,51.82,20,50.38,East,Snowy,Spring
2023-05-09,S001,2581,6232,2259,48.4,20,48.75,East,Rainy,Spring
2023-05-10,S001,2978,5133,2560,55.9,20,56.65,East,Sunny,Spring
2023-05-11,S001,2038,4966,2398,48.98,20,48.68,East,Cloudy,Spring
2023-05-12,S001,2293,5685,2046,53.35,20,52.66,East,Rainy,Spring
2023-05-13,S001,3303,5691,2563,44.84,20,44.6,East,Rainy,Spring
2023-05-14,S001,2589,4239,2146,47.91,20,47.5,East,Snowy,Spring
2023-05-15,S001,2489,5121,2039,59.44,20,59.05,East,Sunny,Spring
2023-05-16,S001,3651,6511,2309,60.72,20,60.77,East,Snowy,Spring
2023-05-17,S001,3298,6486,2235,59.8,20,60.01,East,Snowy,Spring
2023-05-18,S001,2674,5105,1802,51.46,20,51.26,East,Rainy,Spring
2023-05-19,S001,2765,5698,2374,47.12,20,47.19,East,Cloudy,Spring
2023-05-20,S001,2465,4966,2466,56.09,20,55.88,East,Rainy,Spring
2023-05-21,S001,2682,5084,2333,61.42,20,61.06,East,Rainy,Spring
2023-05-22,S001,2196,5004,2346,47.04,20,47.36,East,Rainy,Spring
2023-05-23,S001,2481,5272,2136,44.76,20,44.56,East,Cloudy,Spring
2023-05-24,S001,2704,5180,2426,60.61,20,60.48,East,Sunny,Spring
2023-05-25,S001,2315,4901,2141,48.04,20,49.16,East,Cloudy,Spring
2023-05-26,S001,2065,5146,2343,50.64,20,50.4,East,Rainy,Spring
2022-01-01,S002,2974,5720,2214,57.31,20,56.81,East,Cloudy,Winter
2022-01-02,S002,3668,5482,1977,63.89,20,63.64,East,Rainy,Winter
2022-01-03,S002,3083,5778,2552,50.38,20,51.09,East,Rainy,Winter
2022-01-04,S002,2953,5190,2179,48.93,20,48.44,East,Sunny,Winter
2022-01-05,S002,2606,4704,1900,54.63,20,54.63,East,Cloudy,Winter
2022-01-06,S002,3143,5033,2277,54.56,20,54.76,East,Cloudy,Winter
2022-01-07,S002,2196,4969,2482,61.26,20,61.12,East,Cloudy,Winter
2022-01-08,S002,3001,5907,2016,69.03,20,68.23,East,Cloudy,Winter
2022-01-09,S002,3205,5771,2287,63.4,20,63.17,East,Cloudy,Winter
2022-01-10,S002,2592,5609,2366,49.93,20,49.69,East,Snowy,Winter
2022-01-11,S002,3815,6245,2569,49.54,20,49.88,East,Snowy,Winter
2022-01-12,S002,1971,5673,2283,64.36,15,65.24,East,Snowy,Winter
2022-01-13,S002,3386,5419,2313,48.2,20,49.79,East,Cloudy,Winter
2022-01-14,S002,1864,4738,2158,57.99,20,57.86,East,Rainy,Winter
2022-01-15,S002,2665,5561,2168,57.95,20,59.09,East,Cloudy,Winter
2022-01-16,S002,3197,5890,2595,60.24,20,60.68,East,Rainy,Winter
2022-01-17,S002,2748,5218,2199,60.29,20,59.77,East,Sunny,Winter
2022-01-18,S002,2957,5074,1981,51.11,20,51.75,East,Sunny,Winter
2022-01-19,S002,3375,6062,2461,57.73,20,59.56,East,Rainy,Winter
2022-01-20,S002,2961,6395,2013,67.63,20,66.99,East,Cloudy,Winter
2022-01-21,S002,2884,5589,1689,53.96,20,54.79,East,Sunny,Winter
2022-01-22,S002,2502,4475,2155,54.14,20,53.7,East,Snowy,Winter
2022-01-23,S002,2945,4854,2037,49.19,20,49.29,East,Sunny,Winter
2022-01-24,S002,2209,5206,1925,50.05,20,49.99,East,Rainy,Winter
2022-01-25,S002,3127,5398,1630,56.21,20,58.28,East,Rainy,Winter
2022-01-26,S002,3219,5476,2393,48.34,20,48.43,East,Cloudy,Winter
2022-01-27,S002,2464,5007,2692,47.82,20,47.41,East,Snowy,Winter
2022-01-28,S002,2855,5117,2186,43.56,20,43.68,East,Snowy,Winter
2022-01-29,S002,2524,5441,2367,55.8,20,55.18,East,Snowy,Winter
2022-01-30,S002,3123,5574,2304,56.91,20,56.38,East,Snowy,Winter
2022-01-31,S002,3239,5429,2002,52.64,15,51.23,East,Rainy,Winter
2022-02-01,S002,2618,5681,2067,49.46,20,49.71,East,Cloudy,Winter
2022-02-02,S002,3357,5943,2292,45.28,20,45.3,East,Rainy,Winter
2022-02-03,S002,2742,5401,2457,56.25,20,55.92,East,Sunny,Winter
2022-02-04,S002,2663,4523,2351,53.26,20,53.38,East,Rainy,Winter
2022-02-05,S002,3610,6129,1880,55.63,20,55.68,East,Cloudy,Winter
2022-02-06,S002,2590,5627,2534,49.58,20,48.95,East,Rainy,Winter
2022-02-07,S002,3209,5239,2002,50.47,20,50.52,East,Snowy,Winter
2022-02-08,S002,3042,5642,2173,51.14,20,50.74,East,Snowy,Winter
2022-02-09,S002,2883,5269,2125,50.5,20,51.72,East,Sunny,Winter
2022-02-10,S002,2904,4824,1913,56.25,20,55.1,East,Sunny,Winter
2022-02-11,S002,3992,6321,2439,51.04,20,50.52,East,Sunny,Winter
2022-02-12,S002,2446,5122,2135,51.94,20,51.44,East,Cloudy,Winter
2022-02-13,S002,2402,4369,2297,54.03,20,52.57,East,Sunny,Winter
2022-02-14,S002,2542,4374,2036,56.81,20,55.91,East,Cloudy,Winter
2022-02-15,S002,2517,5278,2130,62.85,20,62.33,East,Rainy,Winter
2022-02-16,S002,2991,6388,2255,55.16,20,55.52,East,Sunny,Winter
2022-02-17,S002,2362,5515,2637,53.93,20,53.52,East,Cloudy,Winter
2022-02-18,S002,2593,4419,2527,59.78,20,60.55,East,Rainy,Winter
2022-02-19,S002,1665,5120,2060,59.07,20,59.62,East,Snowy,Winter
2022-02-20,S002,3027,5801,2134,62.94,20,63.01,East,Cloudy,Winter
2022-02-21,S002,2325,5238,2225,49.06,20,49.06,East,Cloudy,Winter
2022-02-22,S002,3806,6026,2364,51.24,20,51.36,East,Sunny,Winter
2022-02-23,S002,2254,5308,1727,57.15,20,56.57,East,Snowy,Winter
2022-02-24,S002,2769,5691,2064,49.49,20,49.83,East,Snowy,Winter
2022-02-25,S002,2373,5342,1896,50.29,20,49.37,East,Cloudy,Winter
2022-02-26,S002,2113,5340,2257,53.8,20,54.36,East,Cloudy,Winter
2022-02-27,S002,3011,6003,2299,50.07,20,50.46,East,Snowy,Winter
2022-02-28,S002,3477,5671,1778,48.86,20,49.17,East,Snowy,Winter
2022-03-01,S002,1900,3948,2090,55.56,20,54.31,East,Rainy,Winter
2022-03-02,S002,3078,5591,2181,57.75,20,58.84,East,Snowy,Winter
2022-03-03,S002,2607,5076,2520,56.07,20,55.83,East,Rainy,Winter
2022-03-04,S002,2700,5173,2718,54.14,20,55.46,East,Sunny,Winter
2022-03-05,S002,3079,6193,2252,49.52,20,50.56,East,Sunny,Winter
2022-03-06,S002,2542,5207,1987,74.34,20,74.41,East,Rainy,Winter
2022-03-07,S002,2732,5537,2141,54.04,20,53.4,East,Snowy,Winter
2022-03-08,S002,3139,5978,2344,53.78,20,54.04,East,Sunny,Winter
2022-03-09,S002,2839,5470,2240,51.99,20,51.06,East,Snowy,Winter
2022-03-10,S002,3305,6710,2036,52.56,20,52.51,East,Rainy,Winter
2022-03-11,S002,2554,5089,2415,52.28,20,52.55,East,Snowy,Winter
2022-03-12,S002,2128,4886,1950,55.48,20,54.39,East,Cloudy,Winter
2022-03-13,S002,3337,5904,2028,61.65,20,61.28,East,Snowy,Winter
2022-03-14,S002,2622,5579,2000,60.12,20,61.1,East,Cloudy,Winter
2022-03-15,S002,2338,5839,2088,53.57,20,52.82,East,Cloudy,Winter
2022-03-16,S002,2500,4709,2054,54.0,20,53.82,East,Rainy,Winter
2022-03-17,S002,2411,4724,2292,53.34,20,54.24,East,Cloudy,Winter
2022-03-18,S002,3079,6046,2210,55.67,20,55.93,East,Rainy,Winter
2022-03-19,S002,2416,4619,1753,57.71,20,57.26,East,Snowy,Winter
2022-03-20,S002,2024,4956,2248,54.33,20,54.81,East,Snowy,Winter
2022-03-21,S002,2470,5469,2348,64.14,20,64.01,East,Cloudy,Spring
2022-03-22,S002,1648,4910,2254,52.25,20,52.11,East,Sunny,Spring
2022-03-23,S002,2683,5488,2362,50.67,20,50.07,East,Rainy,Spring
2022-03-24,S002,2943,6093,2116,51.93,20,51.52,East,Rainy,Spring
2022-03-25,S002,2762,5464,2150,55.8,20,55.01,East,Cloudy,Spring
2022-03-26,S002,3301,5790,2514,53.4,20,53.53,East,Cloudy,Spring
2022-03-27,S002,3389,5627,1956,65.63,20,65.14,East,Rainy,Spring
2022-03-28,S002,2395,5315,2338,51.54,20,52.51,East,Cloudy,Spring
2022-03-29,S002,2828,5287,2292,56.29,20,56.45,East,Cloudy,Spring
2022-03-30,S002,2435,5177,2439,51.88,20,51.77,East,Snowy,Spring
2022-03-31,S002,2868,6131,1976,62.17,20,61.6,East,Snowy,Spring
2022-04-01,S002,2928,5700,2466,58.33,20,57.48,East,Sunny,Spring
2022-04-02,S002,3132,5122,2418,53.17,20,54.35,East,Cloudy,Spring
2022-04-03,S002,3287,5857,2453,56.46,20,56.45,East,Sunny,Spring
2022-04-04,S002,2457,5739,2378,53.85,20,53.91,East,Snowy,Spring
2022-04-05,S002,2481,4708,2242,56.4,20,57.08,East,Cloudy,Spring
2022-04-06,S002,2291,5448,2117,48.1,20,47.79,East,Rainy,Spring
2022-04-07,S002,3264,6599,2125,68.09,20,67.45,East,Sunny,Spring
2022-04-08,S002,3750,6588,2247,64.52,20,64.61,East,Snowy,Spring
2022-04-09,S002,3231,6254,2471,51.12,20,50.87,East,Cloudy,Spring
2022-04-10,S002,2454,6226,2134,48.24,20,48.3,East,Sunny,Spring
2022-04-11,S002,2507,4907,2054,51.99,20,51.13,East,Rainy,Spring
2022-04-12,S002,3509,5794,2302,58.66,20,58.61,East,Rainy,Spring
2022-04-13,S002,3008,6007,1847,59.89,20,60.83,East,Rainy,Spring
2022-04-14,S002,3134,5323,2249,42.45,20,42.64,East,Snowy,Spring
2022-04-15,S002,2547,5434,2422,57.94,20,57.35,East,Cloudy,Spring
2022-04-16,S002,2649,4534,1907,60.96,20,60.71,East,Sunny,Spring
2022-04-17,S002,2676,5275,2042,58.3,20,58.56,East,Rainy,Spring
2022-04-18,S002,2962,5122,2549,61.76,20,62.04,East,Rainy,Spring
2022-04-19,S002,3688,6691,2358,56.99,20,58.76,East,Sunny,Spring
2022-04-20,S002,2610,5371,1973,53.5,20,54.63,East,Snowy,Spring
2022-04-21,S002,2219,5050,2325,58.5,20,59.0,East,Sunny,Spring
2022-04-22,S002,2295,5308,2116,63.57,20,63.19,East,Cloudy,Spring
2022-04-23,S002,2448,4516,2105,54.53,20,54.18,East,Rainy,Spring
2022-04-24,S002,2748,5520,2212,50.54,20,50.28,East,Rainy,Spring
2022-04-25,S002,2730,6090,2565,54.24,20,55.02,East,Cloudy,Spring
2022-04-26,S002,3233,5823,2207,54.9,20,55.32,East,Sunny,Spring
2022-04-27,S002,3054,5933,1957,51.72,20,51.9,East,Sunny,Spring
2022-04-28,S002,2362,5930,2494,64.22,20,65.01,East,Rainy,Spring
2022-04-29,S002,2566,4741,2602,50.01,20,49.89,East,Rainy,Spring
2022-04-30,S002,2495,5135,2128,59.49,20,59.33,East,Sunny,Spring
2022-05-01,S002,3333,5507,1900,56.42,20,57.18,East,Cloudy,Spring
2022-05-02,S002,2346,4733,2208,53.07,20,52.06,East,Rainy,Spring
2022-05-03,S002,2438,6471,1986,56.1,20,54.96,East,Cloudy,Spring
2022-05-04,S002,2476,5070,2180,46.96,20,47.24,East,Snowy,Spring
2022-05-05,S002,2597,4918,2069,52.8,20,52.57,East,Rainy,Spring
2022-05-06,S002,3762,6447,2377,54.17,20,54.26,East,Snowy,Spring
2022-05-07,S002,2559,5539,2012,52.13,20,52.08,East,Sunny,Spring
2022-05-08,S002,2737,5548,2370,53.72,20,53.81,East,Rainy,Spring
2022-05-09,S002,2513,4897,2121,44.85,20,44.79,East,Sunny,Spring
2022-05-10,S002,2174,5356,2080,52.28,20,52.65,East,Sunny,Spring
2022-05-11,S002,2413,5032,1796,48.58,20,48.9,East,Sunny,Spring
2022-05-12,S002,3172,5225,1945,50.17,20,50.69,East,Rainy,Spring
2022-05-13,S002,1774,4919,2357,54.8,20,54.85,East,Cloudy,Spring
2022-05-14,S002,2124,4658,2208,52.24,20,53.31,East,Cloudy,Spring
2022-05-15,S002,2642,4948,2205,58.7,20,58.84,East,Sunny,Spring
2022-05-16,S002,3291,5941,2208,52.59,20,51.83,East,Cloudy,Spring
2022-05-17,S002,2248,5003,2234,49.35,20,48.53,East,Cloudy,Spring
2022-05-18,S002,2627,5896,2368,54.05,20,53.91,East,Sunny,Spring
2022-05-19,S002,2852,5435,2101,51.22,20,51.13,East,Sunny,Spring
2022-05-20,S002,2064,5031,1556,51.37,20,51.31,East,Rainy,Spring
2022-05-21,S002,2840,6394,2467,57.55,20,57.57,East,Sunny,Spring
2022-05-22,S002,3499,5936,2051,56.88,20,56.65,East,Sunny,Spring
2022-05-23,S002,2270,5366,2129,59.08,20,58.05,East,Snowy,Spring
2022-05-24,S002,2789,5461,2366,62.48,20,63.51,East,Cloudy,Spring
2022-05-25,S002,3052,5623,2081,58.97,20,59.61,East,Rainy,Spring
2022-05-26,S002,2429,5372,2108,58.88,20,59.25,East,Cloudy,Spring
2022-05-27,S002,2488,4832,2074,56.84,20,57.44,East,Sunny,Spring
2022-05-28,S002,2639,6117,2118,54.65,20,55.01,East,Sunny,Spring
2022-05-29,S002,1775,4990,2349,45.61,20,44.9,East,Snowy,Spring
2022-05-30,S002,2130,5012,2053,65.29,20,64.83,East,Rainy,Spring
2022-05-31,S002,1949,4143,2071,49.93,20,50.38,East,Rainy,Spring
2022-06-01,S002,2515,5329,2028,64.68,20,63.31,East,Sunny,Spring
2022-06-02,S002,2807,5080,2211,54.89,20,55.15,East,Cloudy,Spring
2022-06-03,S002,3244,5549,1886,54.24,20,55.19,East,Cloudy,Spring
2022-06-04,S002,2805,5573,2082,58.5,20,59.08,East,Sunny,Spring
2022-06-05,S002,2730,4701,2012,41.97,20,42.58,East,Cloudy,Spring
2022-06-06,S002,2841,5618,2219,54.12,20,54.6,East,Cloudy,Spring
2022-06-07,S002,1966,5352,1978,47.65,20,47.45,East,Sunny,Spring
2022-06-08,S002,2541,6382,2122,54.58,20,54.53,East,Rainy,Spring
2022-06-09,S002,2256,5693,2350,56.12,20,55.99,East,Snowy,Spring
2022-06-10,S002,2826,5934,1571,60.76,20,60.09,East,Snowy,Spring
2022-06-11,S002,3037,5683,1953,56.1,20,56.1,East,Snowy,Spring
2022-06-12,S002,2950,6871,2381,57.89,20,58.78,East,Cloudy,Spring
2022-06-13,S002,2585,5991,2402,57.59,20,58.08,East,Sunny,Spring
2022-06-14,S002,3021,6311,2237,47.32,20,46.81,East,Snowy,Spring
2022-06-15,S002,2915,5208,2133,59.4,20,58.43,East,Rainy,Spring
2022-06-16,S002,2961,5398,2634,61.54,20,61.58,East,Sunny,Spring
2022-06-17,S002,2912,5535,2292,55.4,20,56.26,East,Snowy,Spring
2022-06-18,S002,2676,5387,2759,50.31,20,50.01,East,Sunny,Spring
2022-06-19,S002,2458,4909,2056,55.13,20,55.46,East,Rainy,Spring
2022-06-20,S002,3444,5602,1849,56.0,20,54.61,East,Rainy,Spring
2022-06-21,S002,2927,4859,1959,55.97,20,55.88,East,Cloudy,Summer
2022-06-22,S002,2392,5196,2101,66.9,20,65.41,East,Sunny,Summer
2022-06-23,S002,3703,5934,2011,52.19,20,52.92,East,Snowy,Summer
2022-06-24,S002,2362,5361,1864,56.17,20,55.58,East,Snowy,Summer
2022-06-25,S002,2782,5614,2379,43.95,20,45.09,East,Cloudy,Summer
