Date,Category,Units Sold,Inventory Level,Units Ordered,Price,Discount,Seasonality
2023-03-23,Groceries,4941,9052,3504,59.98,20,Spring
2023-03-24,Groceries,4243,7720,3787,51.08,20,Spring
2023-03-25,Groceries,4891,8768,2964,58.34,20,Spring
2023-03-26,Groceries,3794,8033,3523,57.5,20,Spring
2023-03-27,Groceries,4655,9098,3122,52.39,20,Spring
2023-03-28,Groceries,5125,9237,3450,53.99,20,Spring
2023-03-29,Groceries,4112,8030,3221,61.66,20,Spring
2023-03-30,Groceries,3091,7634,3748,56.69,20,Spring
2023-03-31,Groceries,4243,8279,3467,48.31,20,Spring
2023-04-01,Groceries,4100,7772,3606,61.45,20,Spring
2023-04-02,Groceries,4146,8210,3258,56.44,20,Spring
2023-04-03,Groceries,4032,8030,3207,54.69,20,Spring
2023-04-04,Groceries,3071,8419,3872,55.47,20,Spring
2023-04-05,Groceries,4004,9181,3304,50.06,20,Spring
2023-04-06,Groceries,3214,7862,3163,59.68,20,Spring
2023-04-07,Groceries,5425,8943,3628,54.36,20,Spring
2023-04-08,Groceries,4635,8562,3173,60.1,20,Spring
2023-04-09,Groceries,4722,8128,2673,57.48,20,Spring
2023-04-10,Groceries,2591,6999,3465,55.0,20,Spring
2023-04-11,Groceries,3979,7897,3375,47.91,20,Spring
2023-04-12,Groceries,4041,8484,3443,45.81,20,Spring
2023-04-13,Groceries,3822,8664,3310,50.12,20,Spring
2023-04-14,Groceries,4540,8143,3176,51.25,20,Spring
2023-04-15,Groceries,4167,7671,3332,47.38,20,Spring
2023-04-16,Groceries,3864,8060,3407,49.95,20,Spring
2023-04-17,Groceries,3770,7995,3498,50.96,20,Spring
2023-04-18,Groceries,4447,8792,2751,54.37,20,Spring
2023-04-19,Groceries,4320,8265,2993,57.0,20,Spring
2023-04-20,Groceries,2769,7474,2982,55.87,20,Spring
2023-04-21,Groceries,3989,8191,3376,62.2,20,Spring
2023-04-22,Groceries,3771,8777,3598,55.98,20,Spring
2023-04-23,Groceries,2847,7800,3447,51.24,20,Spring
2023-04-24,Groceries,3631,8668,3928,52.88,20,Spring
2023-04-25,Groceries,4603,9127,3071,49.37,20,Spring
2023-04-26,Groceries,4450,7815,3520,51.56,20,Spring
2023-04-27,Groceries,5031,8735,2963,53.79,20,Spring
2023-04-28,Groceries,4043,7932,3484,53.12,20,Spring
2023-04-29,Groceries,3656,7659,3067,56.1,20,Spring
2023-04-30,Groceries,3892,8109,3102,59.59,20,Spring
2023-05-01,Groceries,4241,8371,3384,53.04,20,Spring
2023-05-02,Groceries,4163,8560,3322,46.74,20,Spring
2023-05-03,Groceries,5077,8725,3103,56.86,20,Spring
2023-05-04,Groceries,4033,8486,3816,48.15,20,Spring
2023-05-05,Groceries,3235,7533,3171,53.77,20,Spring
2023-05-06,Groceries,3771,7861,3997,66.95,20,Spring
2023-05-07,Groceries,3371,7087,3292,58.88,20,Spring
2023-05-08,Groceries,3514,7698,3316,48.2,20,Spring
2023-05-09,Groceries,4529,8644,3069,50.71,20,Spring
2023-05-10,Groceries,3568,7127,3226,43.3,20,Spring
2023-05-11,Groceries,4356,9629,3545,52.16,20,Spring
2023-05-12,Groceries,3156,7788,3282,56.89,20,Spring
2023-05-13,Groceries,3780,8141,3128,56.66,20,Spring
2023-05-14,Groceries,4631,7666,2876,51.7,20,Spring
2023-05-15,Groceries,3517,6437,3105,60.21,20,Spring
2023-05-16,Groceries,3700,8092,3846,57.22,20,Spring
2023-05-17,Groceries,4042,7857,3284,57.07,20,Spring
2023-05-18,Groceries,4280,7854,2951,47.95,20,Spring
2023-05-19,Groceries,3687,8245,3622,56.17,20,Spring
2023-05-20,Groceries,4649,8042,3160,48.39,20,Spring
2023-05-21,Groceries,4093,7514,3434,52.83,20,Spring
2023-05-22,Groceries,4269,7772,3554,46.22,20,Spring
2023-05-23,Groceries,3745,7397,3573,54.74,20,Spring
2023-05-24,Groceries,4052,8565,3279,58.81,20,Spring
2023-05-25,Groceries,3270,6961,3770,51.82,20,Spring
2023-05-26,Groceries,3760,7093,2893,59.99,20,Spring
2022-01-01,Furniture,2298,4151,1697,54.15,20,Winter
2022-01-02,Furniture,1607,3450,1767,65.1,20,Winter
2022-01-03,Furniture,2852,4469,1393,56.48,20,Winter
2022-01-04,Furniture,1842,4073,1668,56.32,20,Winter
2022-01-05,Furniture,1800,3573,1559,63.14,20,Winter
2022-01-06,Furniture,1781,3675,1204,52.09,20,Winter
2022-01-07,Furniture,1994,4682,1739,63.37,20,Winter
2022-01-08,Furniture,1926,4134,1198,62.14,20,Winter
2022-01-09,Furniture,2548,4081,1899,67.46,20,Winter
2022-01-10,Furniture,2855,4394,1617,50.74,20,Winter
2022-01-11,Furniture,2567,4058,2230,58.14,20,Winter
2022-01-12,Furniture,1903,4022,1589,57.97,20,Winter
2022-01-13,Furniture,2468,4967,1948,57.88,20,Winter
2022-01-14,Furniture,2206,4395,1583,59.46,20,Winter
2022-01-15,Furniture,2575,5393,1108,54.78,20,Winter
2022-01-16,Furniture,1826,4010,1703,59.75,20,Winter
2022-01-17,Furniture,2132,3885,1524,44.29,15,Winter
2022-01-18,Furniture,2129,3669,1652,47.6,20,Winter
2022-01-19,Furniture,2619,4840,1697,53.75,20,Winter
2022-01-20,Furniture,2544,4865,1729,54.58,20,Winter
2022-01-21,Furniture,1728,3451,1650,59.94,20,Winter
2022-01-22,Furniture,2411,3729,1465,39.71,20,Winter
2022-01-23,Furniture,2159,3809,1873,60.37,20,Winter
2022-01-24,Furniture,2136,4608,1733,50.83,20,Winter
2022-01-25,Furniture,2187,4271,1832,55.94,20,Winter
2022-01-26,Furniture,1617,3063,1758,42.96,20,Winter
2022-01-27,Furniture,2024,3713,1723,54.96,20,Winter
2022-01-28,Furniture,1613,3550,1607,58.44,20,Winter
2022-01-29,Furniture,1139,4053,1791,48.7,20,Winter
2022-01-30,Furniture,2195,3460,1349,68.72,20,Winter
2022-01-31,Furniture,2446,4282,1415,57.57,20,Winter
2022-02-01,Furniture,1955,3858,1601,56.79,20,Winter
2022-02-02,Furniture,1814,3876,1775,56.93,20,Winter
2022-02-03,Furniture,2116,3733,1940,54.28,20,Winter
2022-02-04,Furniture,1518,3942,1637,45.95,20,Winter
2022-02-05,Furniture,2701,5232,1865,48.22,20,Winter
2022-02-06,Furniture,1939,3778,2234,69.51,20,Winter
2022-02-07,Furniture,1796,3475,1476,55.52,20,Winter
2022-02-08,Furniture,1588,3449,1635,46.36,20,Winter
2022-02-09,Furniture,2192,4641,1752,63.95,20,Winter
2022-02-10,Furniture,2408,4578,1546,64.54,20,Winter
2022-02-11,Furniture,3243,5003,1782,51.9,20,Winter
2022-02-12,Furniture,1684,3956,1688,54.03,20,Winter
2022-02-13,Furniture,1800,4400,2030,54.45,15,Winter
2022-02-14,Furniture,2118,4205,1444,59.25,20,Winter
2022-02-15,Furniture,1333,3535,1696,57.82,20,Winter
2022-02-16,Furniture,2634,5044,1388,48.34,20,Winter
2022-02-17,Furniture,2456,4805,1871,62.27,20,Winter
2022-02-18,Furniture,2462,4159,1386,56.84,20,Winter
2022-02-19,Furniture,1798,3712,1524,43.32,20,Winter
2022-02-20,Furniture,2137,4392,1299,49.64,20,Winter
2022-02-21,Furniture,1285,3920,1504,48.91,20,Winter
2022-02-22,Furniture,1828,4454,1293,50.21,20,Winter
2022-02-23,Furniture,2307,4476,1639,50.6,20,Winter
2022-02-24,Furniture,2451,3323,1545,59.49,20,Winter
2022-02-25,Furniture,2237,4089,1667,72.01,20,Winter
2022-02-26,Furniture,3105,4650,1528,50.12,20,Winter
2022-02-27,Furniture,2114,4445,1572,58.62,20,Winter
2022-02-28,Furniture,2134,3980,1896,56.47,20,Winter
2022-03-01,Furniture,2120,3727,1651,60.41,20,Winter
2022-03-02,Furniture,2216,4827,1725,49.42,20,Winter
2022-03-03,Furniture,1939,3618,1882,57.24,20,Winter
2022-03-04,Furniture,2851,4460,1506,59.25,20,Winter
2022-03-05,Furniture,1722,4577,1767,55.67,20,Winter
2022-03-06,Furniture,1150,4013,1433,63.45,20,Winter
2022-03-07,Furniture,1598,3683,1570,56.8,20,Winter
2022-03-08,Furniture,2926,5053,1662,58.61,20,Winter
2022-03-09,Furniture,1969,3641,1547,52.34,20,Winter
2022-03-10,Furniture,2191,4139,1453,57.15,20,Winter
2022-03-11,Furniture,2441,4730,1561,67.02,20,Winter
2022-03-12,Furniture,2448,4004,1444,52.71,20,Winter
2022-03-13,Furniture,1515,2920,1773,51.54,15,Winter
2022-03-14,Furniture,2530,4193,1642,68.36,20,Winter
2022-03-15,Furniture,2008,3626,1491,50.46,20,Winter
2022-03-16,Furniture,1847,3203,1291,36.62,20,Winter
2022-03-17,Furniture,1524,3404,1108,58.01,20,Winter
2022-03-18,Furniture,1869,3410,1696,51.32,20,Winter
2022-03-19,Furniture,1958,3295,1774,60.97,20,Winter
2022-03-20,Furniture,2445,4570,1735,58.13,20,Winter
2022-03-21,Furniture,2743,4680,1955,59.45,20,Spring
2022-03-22,Furniture,1689,3363,1890,54.16,20,Spring
2022-03-23,Furniture,1918,5069,1462,58.79,20,Spring
2022-03-24,Furniture,3045,4881,1558,45.17,20,Spring
2022-03-25,Furniture,2681,5055,1843,57.94,20,Spring
2022-03-26,Furniture,1515,3149,1609,63.64,20,Spring
2022-03-27,Furniture,2398,4186,1852,43.46,20,Spring
2022-03-28,Furniture,2039,4130,1895,41.68,20,Spring
2022-03-29,Furniture,2396,4583,1557,50.88,20,Spring
2022-03-30,Furniture,2072,4012,1645,54.38,20,Spring
2022-03-31,Furniture,2688,5517,1785,57.04,20,Spring
2022-04-01,Furniture,1815,4657,1351,58.33,20,Spring
2022-04-02,Furniture,2504,5266,1665,56.93,20,Spring
2022-04-03,Furniture,2543,4456,1622,53.21,20,Spring
2022-04-04,Furniture,1712,2998,1288,54.54,20,Spring
2022-04-05,Furniture,2394,4512,1689,59.44,15,Spring
2022-04-06,Furniture,2186,3664,1491,64.75,20,Spring
2022-04-07,Furniture,1977,4923,1614,61.69,20,Spring
2022-04-08,Furniture,2061,3750,1347,64.0,20,Spring
2022-04-09,Furniture,1916,4266,1273,55.64,20,Spring
2022-04-10,Furniture,1945,4130,1833,51.42,20,Spring
2022-04-11,Furniture,1886,4489,1722,54.62,20,Spring
2022-04-12,Furniture,1578,4183,1388,66.31,20,Spring
2022-04-13,Furniture,1398,3928,1450,65.42,20,Spring
2022-04-14,Furniture,1873,3893,1708,60.91,20,Spring
2022-04-15,Furniture,2155,4428,1810,47.93,20,Spring
2022-04-16,Furniture,1657,3051,1618,63.93,20,Spring
2022-04-17,Furniture,1471,3605,1653,64.15,20,Spring
2022-04-18,Furniture,2566,4461,1745,59.63,15,Spring
2022-04-19,Furniture,1670,4440,1443,49.01,20,Spring
2022-04-20,Furniture,1748,3131,1240,60.73,20,Spring
2022-04-21,Furniture,1509,3614,1603,57.13,20,Spring
2022-04-22,Furniture,2028,3978,1691,57.47,20,Spring
2022-04-23,Furniture,2080,4044,1584,58.21,20,Spring
2022-04-24,Furniture,1891,4063,1684,51.9,20,Spring
2022-04-25,Furniture,1366,3620,1527,52.92,20,Spring
2022-04-26,Furniture,2983,4451,1731,43.63,20,Spring
2022-04-27,Furniture,1794,3435,1491,61.49,20,Spring
2022-04-28,Furniture,2328,4428,1742,62.39,20,Spring
2022-04-29,Furniture,1419,3353,1889,44.39,20,Spring
2022-04-30,Furniture,1770,3969,1131,40.54,20,Spring
2022-05-01,Furniture,1997,3519,1590,56.76,15,Spring
2022-05-02,Furniture,1862,3554,1901,67.71,20,Spring
2022-05-03,Furniture,2906,4663,1659,53.86,20,Spring
2022-05-04,Furniture,1930,4091,1788,43.82,20,Spring
2022-05-05,Furniture,1887,3617,1801,55.11,20,Spring
2022-05-06,Furniture,2298,4443,1593,53.73,20,Spring
2022-05-07,Furniture,2829,4675,2008,45.38,20,Spring
2022-05-08,Furniture,2202,4669,1761,57.39,20,Spring
2022-05-09,Furniture,2380,4666,2001,51.88,20,Spring
2022-05-10,Furniture,1698,4220,1573,65.17,20,Spring
2022-05-11,Furniture,2201,3802,1472,56.35,20,Spring
2022-05-12,Furniture,2163,3790,1456,57.79,20,Spring
2022-05-13,Furniture,2310,4385,1973,47.68,20,Spring
2022-05-14,Furniture,1844,3901,1528,50.79,20,Spring
2022-05-15,Furniture,2019,4025,1804,64.4,20,Spring
2022-05-16,Furniture,2602,4015,1949,50.29,20,Spring
2022-05-17,Furniture,2678,4734,1704,62.42,20,Spring
2022-05-18,Furniture,1743,3415,1552,47.68,20,Spring
2022-05-19,Furniture,2259,4424,1736,56.21,20,Spring
2022-05-20,Furniture,2666,4968,1665,51.2,20,Spring
2022-05-21,Furniture,1404,3089,1495,56.85,20,Spring
2022-05-22,Furniture,2182,4262,1723,68.29,20,Spring
2022-05-23,Furniture,1397,3060,1774,42.33,15,Spring
2022-05-24,Furniture,1200,4530,1794,58.65,20,Spring
2022-05-25,Furniture,2292,4320,2090,51.18,20,Spring
2022-05-26,Furniture,1908,3891,1518,51.15,20,Spring
2022-05-27,Furniture,1419,3575,1186,45.9,15,Spring
2022-05-28,Furniture,1502,3922,1429,56.75,20,Spring
2022-05-29,Furniture,2589,4530,1653,53.76,20,Spring
2022-05-30,Furniture,2248,4574,1918,50.2,20,Spring
2022-05-31,Furniture,1043,2916,1750,58.13,20,Spring
2022-06-01,Furniture,2332,4897,1390,53.64,20,Spring
2022-06-02,Furniture,2154,3737,1647,50.59,20,Spring
2022-06-03,Furniture,1988,4138,1539,59.94,15,Spring
2022-06-04,Furniture,1920,4655,1715,54.66,20,Spring
2022-06-05,Furniture,2085,3895,1506,49.7,15,Spring
2022-06-06,Furniture,1733,4071,1389,59.67,20,Spring
2022-06-07,Furniture,1947,4586,1510,51.51,20,Spring
2022-06-08,Furniture,2094,5078,1511,47.86,20,Spring
2022-06-09,Furniture,1353,3970,1441,52.48,20,Spring
2022-06-10,Furniture,1910,4090,1390,52.66,15,Spring
2022-06-11,Furniture,1501,3440,1726,43.94,20,Spring
2022-06-12,Furniture,1612,3781,1729,61.27,20,Spring
2022-06-13,Furniture,2106,4979,1743,59.69,20,Spring
2022-06-14,Furniture,2314,4812,1905,48.92,20,Spring
2022-06-15,Furniture,1737,4089,1505,59.83,20,Spring
2022-06-16,Furniture,2738,4479,1803,53.93,20,Spring
2022-06-17,Furniture,2387,4431,1668,55.18,20,Spring
2022-06-18,Furniture,1705,4494,1725,66.95,20,Spring
2022-06-19,Furniture,1859,3911,2019,57.66,20,Spring
2022-06-20,Furniture,1401,3971,1646,59.26,20,Spring
2022-06-21,Furniture,3305,4818,1668,53.84,20,Summer
2022-06-22,Furniture,2298,4230,1654,72.26,20,Summer
2022-06-23,Furniture,2670,4303,1445,58.47,20,Summer
2022-06-24,Furniture,1938,3474,1572,61.29,20,Summer
2022-06-25,Furniture,2625,4589,1768,60.99,20,Summer
2022-06-26,Furniture,2718,4928,1471,31.84,20,Summer
2022-06-27,Furniture,1687,3126,1740,55.27,20,Summer
2022-06-28,Furniture,1428,3942,1573,53.59,20,Summer
2022-06-29,Furniture,2568,4167,1557,38.27,20,Summer
2022-06-30,Furniture,2944,4364,1749,58.1,20,Summer
2022-07-01,Furniture,2151,3470,1468,49.92,20,Summer
2022-07-02,Furniture,2189,4086,1388,67.39,20,Summer
2022-07-03,Furniture,1716,3793,1680,55.05,20,Summer
2022-07-04,Furniture,1663,3925,2078,58.61,20,Summer
2022-07-05,Furniture,2680,5105,1425,46.41,20,Summer
2022-07-06,Furniture,1920,3982,1537,51.98,20,Summer
2022-07-07,Furniture,2166,4391,1222,51.4,20,Summer
2022-07-08,Furniture,1236,3311,1449,57.72,20,Summer
2022-07-09,Furniture,2478,4399,1837,57.46,20,Summer
2022-07-10,Furniture,2609,4761,1636,60.29,20,Summer
2022-07-11,Furniture,2012,3611,1333,52.64,20,Summer
2022-07-12,Furniture,1852,4017,1893,44.8,20,Summer
2022-07-13,Furniture,1428,3617,1578,51.49,15,Summer
2022-07-14,Furniture,2614,4508,1871,51.31,20,Summer
2022-07-15,Furniture,2759,4746,2002,56.56,15,Summer
2022-07-16,Furniture,2037,4366,1124,41.81,20,Summer
2022-07-17,Furniture,1798,4050,1347,52.27,20,Summer
2022-07-18,Furniture,1611,3527,1848,65.18,20,Summer
2022-07-19,Furniture,1901,4589,1531,51.62,20,Summer
2022-07-20,Furniture,1959,4228,1746,52.75,20,Summer
2022-07-21,Furniture,2810,5265,1706,46.38,20,Summer
2022-07-22,Furniture,1837,3372,1847,48.31,20,Summer
2022-07-23,Furniture,2497,3943,1318,66.2,20,Summer
2022-07-24,Furniture,1565,3828,1542,59.39,20,Summer
2022-07-25,Furniture,2355,3956,1690,49.54,20,Summer
2022-07-26,Furniture,2491,4296,1806,63.72,20,Summer
2022-07-27,Furniture,1898,3923,1229,55.07,20,Summer
2022-07-28,Furniture,2270,4502,1878,49.26,20,Summer
2022-07-29,Furniture,2166,4423,1651,51.74,20,Summer
2022-07-30,Furniture,1743,3401,1693,52.27,20,Summer
2022-07-31,Furniture,1875,3523,1460,61.15,20,Summer
2022-08-01,Furniture,1128,3789,1987,55.07,20,Summer
2022-08-02,Furniture,1814,4444,1715,48.84,20,Summer
2022-08-03,Furniture,2218,4268,1512,59.22,20,Summer
2022-08-04,Furniture,1884,4204,1247,47.46,20,Summer
2022-08-05,Furniture,2151,4583,1830,57.69,20,Summer
2022-08-06,Furniture,2194,4544,1641,59.05,20,Summer
2022-08-07,Furniture,1628,4290,1372,53.09,20,Summer
2022-08-08,Furniture,3118,4970,1621,48.93,20,Summer
2022-08-09,Furniture,1877,4128,1776,46.29,20,Summer
2022-08-10,Furniture,2209,3933,1657,71.96,20,Summer
2022-08-11,Furniture,1615,3769,1679,48.99,20,Summer
2022-08-12,Furniture,2637,4391,1596,49.52,20,Summer
2022-08-13,Furniture,1988,4395,1709,60.6,20,Summer
2022-08-14,Furniture,1672,4090,1525,60.63,20,Summer
2022-08-15,Furniture,1604,3847,1578,40.06,20,Summer
2022-08-16,Furniture,2197,4012,1425,61.69,20,Summer
2022-08-17,Furniture,2706,4527,1602,50.01,20,Summer
2022-08-18,Furniture,2372,4699,1990,55.01,20,Summer
2022-08-19,Furniture,1831,3802,1709,63.7,20,Summer
2022-08-20,Furniture,1704,4179,1560,54.11,20,Summer
2022-08-21,Furniture,2498,4713,1375,53.67,20,Summer
2022-08-22,Furniture,2175,4050,1675,49.63,20,Summer
2022-08-23,Furniture,1697,3719,1733,72.12,20,Summer
2022-08-24,Furniture,1290,4243,1672,52.29,20,Summer
2022-08-25,Furniture,2344,4488,1671,70.48,20,Summer
2022-08-26,Furniture,1483,3797,1888,44.31,20,Summer
2022-08-27,Furniture,1729,4043,1620,51.36,20,Summer
2022-08-28,Furniture,2290,4855,1521,50.51,20,Summer
2022-08-29,Furniture,2073,4447,1913,61.43,20,Summer
2022-08-30,Furniture,1967,3770,1516,38.43,20,Summer
2022-08-31,Furniture,1434,3014,1560,53.34,20,Summer
2022-09-01,Furniture,1248,3944,1819,51.59,20,Summer
2022-09-02,Furniture,1788,4192,1572,63.88,20,Summer
2022-09-03,Furniture,1639,4183,1674,49.73,20,Summer
2022-09-04,Furniture,2826,4548,1401,66.63,20,Summer
2022-09-05,Furniture,2294,4067,1774,54.66,20,Summer
2022-09-06,Furniture,1602,4379,1792,60.27,20,Summer
2022-09-07,Furniture,1793,3350,1575,37.13,20,Summer
2022-09-08,Furniture,2219,3808,1877,54.41,20,Summer
2022-09-09,Furniture,1366,3739,1702,62.04,20,Summer
2022-09-10,Furniture,2306,3234,1449,47.06,20,Summer
2022-09-11,Furniture,1850,4156,1742,58.43,20,Summer
2022-09-12,Furniture,1906,4517,1531,59.42,20,Summer
2022-09-13,Furniture,1857,3997,1852,61.6,20,Summer
2022-09-14,Furniture,1458,3361,1949,56.95,20,Summer
2022-09-15,Furniture,1738,3474,1595,53.77,20,Summer
2022-09-16,Furniture,2367,4042,1994,44.38,20,Summer
2022-09-17,Furniture,1920,3463,1758,58.36,20,Summer
2022-09-18,Furniture,910,2717,1682,54.59,20,Summer
2022-09-19,Furniture,2225,3613,1488,67.48,20,Summer
2022-09-20,Furniture,2281,4418,1519,50.46,20,Summer
2022-09-21,Furniture,1493,4486,1811,58.74,20,Autumn
2022-09-22,Furniture,2185,4190,1932,66.65,20,Autumn
2022-09-23,Furniture,2972,5420,1333,65.83,20,Autumn
2022-09-24,Furniture,2132,4796,1557,53.37,20,Autumn
2022-09-25,Furniture,1370,3548,1642,58.63,20,Autumn
2022-09-26,Furniture,2624,4725,1602,48.51,20,Autumn
2022-09-27,Furniture,1660,4608,1901,62.57,20,Autumn
2022-09-28,Furniture,2194,4129,1612,50.68,20,Autumn
2022-09-29,Furniture,2061,4080,1577,56.0,20,Autumn
2022-09-30,Furniture,1626,4410,1515,69.12,20,Autumn
2022-10-01,Furniture,2348,4600,1580,50.24,20,Autumn
2022-10-02,Furniture,1538,3274,1800,52.38,20,Autumn
2022-10-03,Furniture,2176,4564,1739,54.92,20,Autumn
2022-10-04,Furniture,2358,4689,1955,42.03,15,Autumn
2022-10-05,Furniture,1839,3550,1452,54.95,20,Autumn
2022-10-06,Furniture,1779,3770,1647,53.55,20,Autumn
2022-10-07,Furniture,1496,4133,1233,56.92,20,Autumn
2022-10-08,Furniture,2086,3733,1583,61.47,20,Autumn
2022-10-09,Furniture,2082,3815,2109,45.14,20,Autumn
2022-10-10,Furniture,2259,4253,2093,46.7,20,Autumn
2022-10-11,Furniture,2154,4360,1579,52.66,20,Autumn
2022-10-12,Furniture,1802,3608,1906,51.2,20,Autumn
2022-10-13,Furniture,1884,3674,1406,57.14,20,Autumn
2022-10-14,Furniture,2489,4847,1865,65.44,20,Autumn
2022-10-15,Furniture,2427,4361,1633,49.38,20,Autumn
2022-10-16,Furniture,2008,3912,1866,57.0,20,Autumn
2022-10-17,Furniture,2338,4477,1726,52.54,20,Autumn
2022-10-18,Furniture,2409,3879,1557,64.24,20,Autumn
2022-10-19,Furniture,1670,4143,1512,56.15,20,Autumn
2022-10-20,Furniture,1532,4243,1725,61.04,20,Autumn
2022-10-21,Furniture,2203,4201,1509,48.13,20,Autumn
2022-10-22,Furniture,1872,4958,1694,48.48,20,Autumn
2022-10-23,Furniture,1936,4076,1646,57.82,20,Autumn
2022-10-24,Furniture,2592,4042,1585,55.82,20,Autumn
2022-10-25,Furniture,2727,4102,1800,58.06,20,Autumn
2022-10-26,Furniture,1061,3914,1802,55.02,20,Autumn
2022-10-27,Furniture,1899,4279,1653,50.17,20,Autumn
2022-10-28,Furniture,1912,4083,1660,58.02,20,Autumn
2022-10-29,Furniture,1662,3458,1470,59.55,20,Autumn
2022-10-30,Furniture,2155,4558,1472,61.21,20,Autumn
2022-10-31,Furniture,2221,4357,1885,52.43,20,Autumn
2022-11-01,Furniture,2288,3791,1660,51.36,20,Autumn
2022-11-02,Furniture,1745,4791,1419,50.41,20,Autumn
2022-11-03,Furniture,1792,3497,1571,48.71,20,Autumn
2022-11-04,Furniture,1552,4151,1649,73.37,20,Autumn
2022-11-05,Furniture,1790,4083,1623,59.89,20,Autumn
2022-11-06,Furniture,2005,3694,1437,53.41,20,Autumn
2022-11-07,Furniture,2492,4358,1640,53.77,20,Autumn
2022-11-08,Furniture,1778,3879,1322,48.46,20,Autumn
2022-11-09,Furniture,2273,4393,1445,54.31,20,Autumn
2022-11-10,Furniture,2006,3928,1538,53.13,20,Autumn
2022-11-11,Furniture,2224,4627,1716,48.55,20,Autumn
2022-11-12,Furniture,2209,4342,1580,58.48,20,Autumn
2022-11-13,Furniture,2214,4336,2121,60.33,20,Autumn
2022-11-14,Furniture,1930,4676,1844,55.83,20,Autumn
2022-11-15,Furniture,2073,3625,1656,38.31,20,Autumn
2022-11-16,Furniture,2380,3857,1733,58.95,20,Autumn
2022-11-17,Furniture,2190,3554,1679,50.42,20,Autumn
2022-11-18,Furniture,1757,4143,1386,63.66,20,Autumn
2022-11-19,Furniture,2050,4072,1710,55.43,20,Autumn
2022-11-20,Furniture,2045,3897,1751,66.72,20,Autumn
2022-11-21,Furniture,2022,4039,1957,60.44,20,Autumn
2022-11-22,Furniture,2499,4215,1600,45.34,20,Autumn
2022-11-23,Furniture,2251,3697,1747,66.83,20,Autumn
2022-11-24,Furniture,2419,3887,1552,62.34,20,Autumn
2022-11-25,Furniture,1986,3392,1663,52.74,20,Autumn
2022-11-26,Furniture,2020,4319,1692,58.39,20,Autumn
2022-11-27,Furniture,2360,3926,1823,57.05,20,Autumn
2022-11-28,Furniture,1887,4211,2055,57.78,20,Autumn
2022-11-29,Furniture,2409,4205,1491,48.66,20,Autumn
2022-11-30,Furniture,2307,4720,1423,51.01,20,Autumn
2022-12-01,Furniture,2531,4837,1707,54.33,20,Autumn
2022-12-02,Furniture,1948,3154,1641,43.68,20,Autumn
2022-12-03,Furniture,1656,3565,1789,53.67,20,Autumn
2022-12-04,Furniture,1979,4210,1477,50.14,20,Autumn
2022-12-05,Furniture,1849,3931,1910,49.27,20,Autumn
2022-12-06,Furniture,1603,4477,1533,52.49,20,Autumn
2022-12-07,Furniture,1688,3939,1568,49.97,20,Autumn
2022-12-08,Furniture,1641,4389,1774,57.27,20,Autumn
2022-12-09,Furniture,2160,4398,1503,49.41,20,Autumn
2022-12-10,Furniture,1361,4132,1725,45.94,20,Autumn
2022-12-11,Furniture,1861,3687,1624,63.93,20,Autumn
2022-12-12,Furniture,2244,4557,1724,53.37,20,Autumn
2022-12-13,Furniture,2579,4802,2045,40.07,20,Autumn
2022-12-14,Furniture,2374,4374,1552,52.22,20,Autumn
2022-12-15,Furniture,2433,4207,1818,62.58,20,Autumn
2022-12-16,Furniture,2004,3740,1588,55.17,20,Autumn
2022-12-17,Furniture,2327,4134,1747,70.91,20,Autumn
2022-12-18,Furniture,2551,4085,1317,54.5,20,Autumn
2022-12-19,Furniture,1806,3912,1780,61.77,20,Autumn
2022-12-20,Furniture,1976,4100,1642,61.3,20,Autumn
2022-12-21,Furniture,2028,3879,1496,62.49,20,Winter
2022-12-22,Furniture,1906,4256,1245,58.14,20,Winter
2022-12-23,Furniture,2210,3919,1726,60.14,20,Winter
2022-12-24,Furniture,1328,2979,1495,48.41,20,Winter
2022-12-25,Furniture,1457,3960,1500,52.88,20,Winter
2022-12-26,Furniture,2251,4434,1457,44.84,20,Winter
2022-12-27,Furniture,1590,4028,2021,51.77,20,Winter
2022-12-28,Furniture,1809,4064,1363,51.18,20,Winter
2022-12-29,Furniture,3125,5013,1660,58.19,20,Winter
2022-12-30,Furniture,2427,4142,1732,59.47,20,Winter
2022-12-31,Furniture,2110,4649,1697,49.96,20,Winter
2023-01-01,Furniture,2368,4083,1586,43.43,20,Winter
2023-01-02,Furniture,2084,4790,1643,55.47,20,Winter
2023-01-03,Furniture,2241,4357,1665,59.66,20,Winter
2023-01-04,Furniture,2008,4113,1629,60.38,20,Winter
2023-01-05,Furniture,1786,3917,1366,46.23,20,Winter
2023-01-06,Furniture,1272,3668,1188,49.69,20,Winter
2023-01-07,Furniture,2154,3537,1996,52.28,20,Winter
2023-01-08,Furniture,1752,3565,1719,43.23,20,Winter
2023-01-09,Furniture,2157,3696,1508,47.91,20,Winter
2023-01-10,Furniture,1477,3031,1537,56.57,20,Winter
2023-01-11,Furniture,1420,3326,2043,60.62,20,Winter
2023-01-12,Furniture,1699,4506,1966,59.92,20,Winter
2023-01-13,Furniture,1881,3227,1890,56.33,20,Winter
2023-01-14,Furniture,1904,3821,1778,52.88,20,Winter
2023-01-15,Furniture,2628,4847,1907,59.3,20,Winter
2023-01-16,Furniture,2039,4100,1684,61.18,20,Winter
2023-01-17,Furniture,2690,4357,1983,52.0,20,Winter
