Date,Product ID,Category,Units Sold,Inventory Level,Units Ordered,Price,Discount,Seasonality
2023-04-22,P0003,Groceries,1296,1930,436,42.67,20,Spring
2023-04-23,P0003,Groceries,550,1164,618,61.01,20,Spring
2023-04-24,P0003,Groceries,507,985,696,28.35,20,Spring
2023-04-25,P0003,Groceries,804,1786,388,53.47,20,Spring
2023-04-26,P0003,Groceries,382,813,620,55.96,20,Spring
2023-04-27,P0003,Groceries,1051,1843,422,69.28,20,Spring
2023-04-28,P0003,Groceries,564,991,571,77.46,20,Spring
2023-04-29,P0003,Groceries,684,1389,427,48.27,20,Spring
2023-04-30,P0003,Groceries,386,1303,376,68.43,20,Spring
2023-05-01,P0003,Groceries,701,1256,379,52.26,20,Spring
2023-05-02,P0003,Groceries,329,1041,510,48.11,20,Spring
2023-05-03,P0003,Groceries,1399,2072,680,70.03,15,Spring
2023-05-04,P0003,Groceries,632,1563,561,30.65,15,Spring
2023-05-05,P0003,Groceries,370,761,480,51.19,20,Spring
2023-05-06,P0003,Groceries,778,1723,818,69.68,20,Spring
2023-05-07,P0003,Groceries,457,801,621,42.39,20,Spring
2023-05-08,P0003,Groceries,394,1032,550,66.72,20,Spring
2023-05-09,P0003,Groceries,686,1540,620,43.98,20,Spring
2023-05-10,P0003,Groceries,617,934,504,36.6,15,Spring
2023-05-11,P0003,Groceries,762,1901,604,56.61,20,Spring
2023-05-12,P0003,Groceries,333,1220,445,58.64,20,Spring
2023-05-13,P0003,Groceries,915,1288,435,75.03,15,Spring
2023-05-14,P0003,Groceries,688,1613,565,72.15,20,Spring
2023-05-15,P0003,Groceries,1144,1374,485,59.52,15,Spring
2023-05-16,P0003,Groceries,1204,1809,753,36.0,20,Spring
2023-05-17,P0003,Groceries,425,1055,678,61.47,20,Spring
2023-05-18,P0003,Groceries,628,986,419,71.51,20,Spring
2023-05-19,P0003,Groceries,617,1101,473,50.63,15,Spring
2023-05-20,P0003,Groceries,563,1271,506,42.43,20,Spring
2023-05-21,P0003,Groceries,644,1164,626,51.62,15,Spring
2023-05-22,P0003,Groceries,1101,1456,526,32.36,20,Spring
2023-05-23,P0003,Groceries,485,688,323,48.37,20,Spring
2023-05-24,P0003,Groceries,559,1454,588,55.23,20,Spring
2023-05-25,P0003,Groceries,826,1520,626,50.65,20,Spring
2023-05-26,P0003,Groceries,325,1237,471,58.47,20,Spring
2023-05-27,P0003,Groceries,482,1318,630,61.87,10,Spring
2023-05-28,P0003,Groceries,469,1203,737,44.82,20,Spring
2023-05-29,P0003,Groceries,1112,1834,651,67.15,20,Spring
2023-05-30,P0003,Groceries,1012,1790,753,64.71,20,Spring
2023-05-31,P0003,Groceries,1048,1597,568,44.96,5,Spring
2023-06-01,P0003,Groceries,568,1154,538,71.69,20,Spring
2023-06-02,P0003,Groceries,495,1604,636,84.6,15,Spring
2023-06-03,P0003,Groceries,1299,1879,522,84.52,20,Spring
2023-06-04,P0003,Groceries,609,887,595,52.32,15,Spring
2023-06-05,P0003,Groceries,508,1135,517,28.0,20,Spring
2023-06-06,P0003,Groceries,649,1460,589,34.79,20,Spring
2023-06-07,P0003,Groceries,308,868,372,50.02,20,Spring
2023-06-08,P0003,Groceries,866,1377,466,70.27,20,Spring
2023-06-09,P0003,Groceries,802,1501,554,66.79,20,Spring
2023-06-10,P0003,Groceries,519,1623,517,58.45,15,Spring
2023-06-11,P0003,Groceries,582,1560,792,64.25,20,Spring
2023-06-12,P0003,Groceries,575,1561,507,66.29,20,Spring
2023-06-13,P0003,Groceries,455,1353,472,61.85,20,Spring
2023-06-14,P0003,Groceries,444,1049,463,43.34,15,Spring
2023-06-15,P0003,Groceries,720,1221,530,59.08,20,Spring
2023-06-16,P0003,Groceries,569,1633,589,65.1,15,Spring
2023-06-17,P0003,Groceries,392,1566,644,83.49,20,Spring
2023-06-18,P0003,Groceries,480,1121,431,47.61,15,Spring
2023-06-19,P0003,Groceries,500,1578,383,64.12,20,Spring
2023-06-20,P0003,Groceries,724,1464,665,38.21,20,Spring
2023-06-21,P0003,Groceries,860,1142,536,52.67,10,Summer
2023-06-22,P0003,Groceries,506,1673,628,63.44,5,Summer
2023-06-23,P0003,Groceries,577,1149,594,60.77,20,Summer
2023-06-24,P0003,Groceries,730,1324,473,40.29,20,Summer
2023-06-25,P0003,Groceries,239,1456,455,50.47,20,Summer
2023-06-26,P0003,Groceries,651,1412,592,65.07,10,Summer
2023-06-27,P0003,Groceries,1151,1498,734,66.02,15,Summer
2023-06-28,P0003,Groceries,910,1678,544,48.16,15,Summer
2023-06-29,P0003,Groceries,736,1241,601,50.89,10,Summer
2023-06-30,P0003,Groceries,954,1422,650,66.34,20,Summer
2023-07-01,P0003,Groceries,863,1129,440,66.8,20,Summer
2023-07-02,P0003,Groceries,854,1627,534,52.74,20,Summer
2023-07-03,P0003,Groceries,302,888,529,60.87,20,Summer
2023-07-04,P0003,Groceries,1142,1592,841,52.25,20,Summer
2023-07-05,P0003,Groceries,814,1486,634,53.71,20,Summer
2023-07-06,P0003,Groceries,900,1697,648,70.39,20,Summer
2023-07-07,P0003,Groceries,368,777,478,60.56,20,Summer
2023-07-08,P0003,Groceries,736,1823,569,44.52,20,Summer
2023-07-09,P0003,Groceries,738,1483,338,57.9,20,Summer
2023-07-10,P0003,Groceries,983,1515,604,46.87,20,Summer
2023-07-11,P0003,Groceries,578,1539,459,39.14,20,Summer
2023-07-12,P0003,Groceries,1286,1703,401,65.99,10,Summer
2023-07-13,P0003,Groceries,1081,1893,583,48.73,15,Summer
2023-07-14,P0003,Groceries,645,1243,508,47.42,20,Summer
2023-07-15,P0003,Groceries,1023,1461,681,61.55,20,Summer
2023-07-16,P0003,Groceries,922,1570,368,47.74,15,Summer
2023-07-17,P0003,Groceries,546,1397,659,50.61,20,Summer
2023-07-18,P0003,Groceries,439,886,389,30.6,15,Summer
2023-07-19,P0003,Groceries,465,1555,557,70.58,10,Summer
2023-07-20,P0003,Groceries,1254,1820,462,53.21,20,Summer
2023-07-21,P0003,Groceries,347,1081,609,47.22,5,Summer
2023-07-22,P0003,Groceries,712,1880,531,60.33,20,Summer
2023-07-23,P0003,Groceries,485,1383,508,38.26,20,Summer
2023-07-24,P0003,Groceries,961,1443,548,40.38,15,Summer
2023-07-25,P0003,Groceries,670,1466,357,53.62,20,Summer
2023-07-26,P0003,Groceries,657,1061,604,66.3,20,Summer
2023-07-27,P0003,Groceries,920,1738,415,43.79,15,Summer
2023-07-28,P0003,Groceries,700,1302,510,40.31,20,Summer
2023-07-29,P0003,Groceries,390,1216,601,53.28,20,Summer
2023-07-30,P0003,Groceries,652,1208,722,72.36,20,Summer
2023-07-31,P0003,Groceries,329,952,541,60.89,15,Summer
2023-08-01,P0003,Groceries,791,1304,556,46.6,15,Summer
2023-08-02,P0003,Groceries,942,1563,428,70.49,15,Summer
2023-08-03,P0003,Groceries,204,763,588,74.75,20,Summer
2023-08-04,P0003,Groceries,651,1653,454,57.33,20,Summer
2023-08-05,P0003,Groceries,222,762,465,55.48,20,Summer
2023-08-06,P0003,Groceries,654,1241,504,47.84,20,Summer
2023-08-07,P0003,Groceries,696,1265,475,71.49,20,Summer
2023-08-08,P0003,Groceries,871,1666,584,46.02,20,Summer
2023-08-09,P0003,Groceries,961,1591,600,58.83,20,Summer
2023-08-10,P0003,Groceries,1220,1777,525,77.82,20,Summer
2023-08-11,P0003,Groceries,216,981,815,43.62,20,Summer
2023-08-12,P0003,Groceries,542,1605,610,64.65,15,Summer
2023-08-13,P0003,Groceries,657,1598,701,58.59,20,Summer
2023-08-14,P0003,Groceries,570,1031,491,46.37,20,Summer
2023-08-15,P0003,Groceries,319,1156,493,61.78,15,Summer
2023-08-16,P0003,Groceries,711,1798,613,34.43,20,Summer
2023-08-17,P0003,Groceries,1224,1514,706,45.53,15,Summer
2023-08-18,P0003,Groceries,371,1315,534,66.2,20,Summer
2023-08-19,P0003,Groceries,595,1379,469,53.42,20,Summer
2023-08-20,P0003,Groceries,789,1437,646,39.23,20,Summer
2023-08-21,P0003,Groceries,365,891,638,80.4,15,Summer
2023-08-22,P0003,Groceries,509,1228,341,36.48,20,Summer
2023-08-23,P0003,Groceries,755,1479,738,50.6,20,Summer
2023-08-24,P0003,Groceries,541,1537,678,50.29,20,Summer
2023-08-25,P0003,Groceries,373,1023,327,42.37,20,Summer
2023-08-26,P0003,Groceries,678,1337,505,54.13,15,Summer
2023-08-27,P0003,Groceries,781,1361,751,62.38,20,Summer
2023-08-28,P0003,Groceries,670,1355,471,43.94,20,Summer
2023-08-29,P0003,Groceries,410,982,403,47.65,20,Summer
2023-08-30,P0003,Groceries,1366,1705,476,34.54,20,Summer
2023-08-31,P0003,Groceries,309,1445,625,45.68,20,Summer
2023-09-01,P0003,Groceries,550,1059,679,37.71,20,Summer
2023-09-02,P0003,Groceries,883,1527,497,58.19,15,Summer
2023-09-03,P0003,Groceries,459,1340,517,57.13,20,Summer
2023-09-04,P0003,Groceries,287,1030,655,46.53,20,Summer
2023-09-05,P0003,Groceries,757,1224,598,43.08,20,Summer
2023-09-06,P0003,Groceries,786,1474,594,63.96,20,Summer
2023-09-07,P0003,Groceries,1148,1656,660,76.59,20,Summer
2023-09-08,P0003,Groceries,469,1151,361,68.74,20,Summer
2023-09-09,P0003,Groceries,1150,1561,582,50.86,15,Summer
2023-09-10,P0003,Groceries,653,1122,598,48.81,15,Summer
2023-09-11,P0003,Groceries,753,1660,549,45.48,20,Summer
2023-09-12,P0003,Groceries,274,1000,292,68.32,20,Summer
2023-09-13,P0003,Groceries,697,1433,534,39.6,20,Summer
2023-09-14,P0003,Groceries,1057,1449,755,40.57,20,Summer
2023-09-15,P0003,Groceries,878,1547,667,64.62,10,Summer
2023-09-16,P0003,Groceries,644,1098,646,55.8,15,Summer
2023-09-17,P0003,Groceries,521,1152,560,51.17,10,Summer
2023-09-18,P0003,Groceries,785,1804,630,52.74,15,Summer
2023-09-19,P0003,Groceries,491,1582,465,54.99,20,Summer
2023-09-20,P0003,Groceries,327,1548,549,42.78,20,Summer
2023-09-21,P0003,Groceries,918,1528,670,44.46,20,Autumn
2023-09-22,P0003,Groceries,587,1637,668,65.07,20,Autumn
2023-09-23,P0003,Groceries,654,1511,405,62.72,15,Autumn
2023-09-24,P0003,Groceries,1173,2013,644,61.41,20,Autumn
2023-09-25,P0003,Groceries,637,1465,557,38.84,20,Autumn
2023-09-26,P0003,Groceries,516,1473,559,46.14,20,Autumn
2023-09-27,P0003,Groceries,801,1207,646,76.59,20,Autumn
2023-09-28,P0003,Groceries,1118,1768,576,60.69,20,Autumn
2023-09-29,P0003,Groceries,1085,1618,459,58.39,20,Autumn
2023-09-30,P0003,Groceries,693,1717,627,58.12,20,Autumn
2023-10-01,P0003,Groceries,530,1446,384,28.95,20,Autumn
2023-10-02,P0003,Groceries,692,1694,303,36.99,15,Autumn
2023-10-03,P0003,Groceries,410,1302,688,51.05,20,Autumn
2023-10-04,P0003,Groceries,530,764,346,46.25,15,Autumn
2023-10-05,P0003,Groceries,384,1309,577,70.49,20,Autumn
2023-10-06,P0003,Groceries,624,1128,512,69.79,20,Autumn
2023-10-07,P0003,Groceries,1014,1732,672,40.67,10,Autumn
2023-10-08,P0003,Groceries,1152,1798,497,51.9,15,Autumn
2023-10-09,P0003,Groceries,817,1335,410,43.34,15,Autumn
2023-10-10,P0003,Groceries,683,1632,510,61.01,20,Autumn
2023-10-11,P0003,Groceries,919,1940,470,70.72,20,Autumn
2023-10-12,P0003,Groceries,894,1366,463,54.78,15,Autumn
2023-10-13,P0003,Groceries,899,1429,494,40.9,20,Autumn
2023-10-14,P0003,Groceries,411,1082,508,66.23,10,Autumn
2023-10-15,P0003,Groceries,622,1173,515,36.67,20,Autumn
2023-10-16,P0003,Groceries,514,1500,669,59.46,20,Autumn
2023-10-17,P0003,Groceries,577,1502,630,58.54,15,Autumn
2023-10-18,P0003,Groceries,388,947,656,60.4,10,Autumn
2023-10-19,P0003,Groceries,355,1411,546,23.7,20,Autumn
2023-10-20,P0003,Groceries,989,1535,466,62.41,20,Autumn
2023-10-21,P0003,Groceries,594,1538,559,68.52,10,Autumn
2023-10-22,P0003,Groceries,536,1556,497,51.89,15,Autumn
2023-10-23,P0003,Groceries,374,1280,387,71.45,15,Autumn
2023-10-24,P0003,Groceries,823,1596,757,67.41,15,Autumn
2023-10-25,P0003,Groceries,990,1443,478,48.88,15,Autumn
2023-10-26,P0003,Groceries,898,1788,710,74.67,15,Autumn
2023-10-27,P0003,Groceries,658,1027,507,42.22,15,Autumn
2023-10-28,P0003,Groceries,429,1523,674,40.28,20,Autumn
2023-10-29,P0003,Groceries,836,1134,490,35.72,10,Autumn
2023-10-30,P0003,Groceries,409,1424,657,48.51,20,Autumn
2023-10-31,P0003,Groceries,636,1434,627,54.13,20,Autumn
2023-11-01,P0003,Groceries,830,1373,586,30.96,20,Autumn
2023-11-02,P0003,Groceries,602,1390,615,34.61,15,Autumn
2023-11-03,P0003,Groceries,653,1288,586,57.27,15,Autumn
2023-11-04,P0003,Groceries,881,1342,529,46.44,15,Autumn
2023-11-05,P0003,Groceries,133,992,501,66.59,20,Autumn
2023-11-06,P0003,Groceries,1051,1623,658,72.05,20,Autumn
2023-11-07,P0003,Groceries,384,1009,643,60.66,20,Autumn
2023-11-08,P0003,Groceries,657,1270,562,79.66,5,Autumn
2023-11-09,P0003,Groceries,686,1302,544,68.19,15,Autumn
2023-11-10,P0003,Groceries,541,1737,490,59.77,20,Autumn
2023-11-11,P0003,Groceries,284,816,654,67.54,15,Autumn
2023-11-12,P0003,Groceries,468,1453,454,38.84,10,Autumn
2023-11-13,P0003,Groceries,789,1394,664,51.92,20,Autumn
2023-11-14,P0003,Groceries,480,1246,662,60.68,20,Autumn
2023-11-15,P0003,Groceries,727,1158,378,71.97,20,Autumn
2023-11-16,P0003,Groceries,786,1533,723,59.32,20,Autumn
2023-11-17,P0003,Groceries,399,1122,648,64.68,20,Autumn
2023-11-18,P0003,Groceries,522,1200,463,56.23,15,Autumn
2023-11-19,P0003,Groceries,627,1351,389,51.43,20,Autumn
2023-11-20,P0003,Groceries,708,1542,686,67.32,20,Autumn
2023-11-21,P0003,Groceries,484,1303,650,53.33,20,Autumn
2023-11-22,P0003,Groceries,763,1432,618,53.98,15,Autumn
2023-11-23,P0003,Groceries,680,1422,527,67.61,15,Autumn
2023-11-24,P0003,Groceries,735,1414,556,58.32,15,Autumn
2023-11-25,P0003,Groceries,803,1804,515,64.33,15,Autumn
2023-11-26,P0003,Groceries,820,1293,538,49.43,20,Autumn
2023-11-27,P0003,Groceries,718,1627,298,48.46,20,Autumn
2023-11-28,P0003,Groceries,1157,1786,687,67.18,20,Autumn
2023-11-29,P0003,Groceries,401,1469,490,65.21,15,Autumn
2023-11-30,P0003,Groceries,1354,1726,505,60.68,20,Autumn
2023-12-01,P0003,Groceries,792,1313,634,50.49,20,Autumn
2023-12-02,P0003,Groceries,766,1147,733,52.74,15,Autumn
2023-12-03,P0003,Groceries,592,1456,456,62.62,20,Autumn
2023-12-04,P0003,Groceries,803,1579,540,45.34,20,Autumn
2023-12-05,P0003,Groceries,925,1869,539,45.6,10,Autumn
2023-12-06,P0003,Groceries,835,1702,579,50.65,20,Autumn
2023-12-07,P0003,Groceries,480,1375,447,48.28,15,Autumn
2023-12-08,P0003,Groceries,565,1613,595,51.74,20,Autumn
2023-12-09,P0003,Groceries,868,1583,629,52.88,15,Autumn
2023-12-10,P0003,Groceries,211,1107,525,62.79,20,Autumn
2023-12-11,P0003,Groceries,451,958,640,55.84,15,Autumn
2023-12-12,P0003,Groceries,916,1130,544,47.16,20,Autumn
2023-12-13,P0003,Groceries,491,1064,621,74.46,20,Autumn
2023-12-14,P0003,Groceries,423,729,671,58.82,20,Autumn
2023-12-15,P0003,Groceries,424,756,523,80.72,20,Autumn
2023-12-16,P0003,Groceries,653,1361,219,69.21,20,Autumn
2023-12-17,P0003,Groceries,882,1628,468,47.11,20,Autumn
2023-12-18,P0003,Groceries,358,1336,580,40.18,15,Autumn
2023-12-19,P0003,Groceries,419,972,339,53.57,20,Autumn
2023-12-20,P0003,Groceries,873,1522,808,49.87,20,Autumn
2023-12-21,P0003,Groceries,746,1473,584,43.84,20,Winter
2023-12-22,P0003,Groceries,576,1192,584,61.58,20,Winter
2023-12-23,P0003,Groceries,1019,1866,291,43.84,20,Winter
2023-12-24,P0003,Groceries,452,1060,480,75.17,20,Winter
2023-12-25,P0003,Groceries,963,1487,511,66.01,20,Winter
2023-12-26,P0003,Groceries,994,1650,611,51.53,20,Winter
2023-12-27,P0003,Groceries,544,998,423,44.22,20,Winter
2023-12-28,P0003,Groceries,986,1504,515,24.96,20,Winter
2023-12-29,P0003,Groceries,516,1269,686,62.44,20,Winter
2023-12-30,P0003,Groceries,644,1283,368,56.24,20,Winter
2023-12-31,P0003,Groceries,561,1005,701,47.22,20,Winter
2024-01-01,P0003,Groceries,330,1070,779,48.47,20,Winter
2022-01-01,P0004,Electronics,455,1686,758,57.29,20,Winter
2022-01-02,P0004,Electronics,523,1351,536,71.18,20,Winter
2022-01-03,P0004,Electronics,880,1737,440,49.4,15,Winter
2022-01-04,P0004,Electronics,504,1153,480,73.25,20,Winter
2022-01-05,P0004,Electronics,555,1340,581,70.87,20,Winter
2022-01-06,P0004,Electronics,847,1301,600,62.75,15,Winter
2022-01-07,P0004,Electronics,553,1032,811,55.43,15,Winter
2022-01-08,P0004,Electronics,1138,2140,476,51.73,20,Winter
2022-01-09,P0004,Electronics,365,1388,736,46.02,20,Winter
2022-01-10,P0004,Electronics,244,649,622,66.02,20,Winter
2022-01-11,P0004,Electronics,912,1367,341,48.7,20,Winter
2022-01-12,P0004,Electronics,187,1060,685,62.06,20,Winter
2022-01-13,P0004,Electronics,906,1717,779,57.71,15,Winter
2022-01-14,P0004,Electronics,572,1530,670,51.25,15,Winter
2022-01-15,P0004,Electronics,797,1663,621,41.39,15,Winter
2022-01-16,P0004,Electronics,900,1359,420,31.61,15,Winter
2022-01-17,P0004,Electronics,786,1243,478,40.63,20,Winter
2022-01-18,P0004,Electronics,903,1594,555,46.52,15,Winter
2022-01-19,P0004,Electronics,749,1820,663,39.81,10,Winter
2022-01-20,P0004,Electronics,869,1644,615,52.18,15,Winter
2022-01-21,P0004,Electronics,952,1471,662,50.22,20,Winter
2022-01-22,P0004,Electronics,729,1114,606,35.44,20,Winter
2022-01-23,P0004,Electronics,802,1578,631,53.23,20,Winter
2022-01-24,P0004,Electronics,244,599,509,64.43,15,Winter
2022-01-25,P0004,Electronics,684,1271,524,63.25,20,Winter
2022-01-26,P0004,Electronics,551,1028,651,70.06,20,Winter
2022-01-27,P0004,Electronics,1024,1616,348,52.47,10,Winter
2022-01-28,P0004,Electronics,1339,1923,468,33.92,15,Winter
2022-01-29,P0004,Electronics,662,1387,442,45.16,20,Winter
2022-01-30,P0004,Electronics,757,1680,813,40.41,20,Winter
2022-01-31,P0004,Electronics,730,1184,693,43.76,15,Winter
2022-02-01,P0004,Electronics,1059,1464,614,52.97,20,Winter
2022-02-02,P0004,Electronics,774,1148,440,43.98,20,Winter
2022-02-03,P0004,Electronics,655,1305,625,73.77,20,Winter
2022-02-04,P0004,Electronics,636,1491,604,58.11,20,Winter
2022-02-05,P0004,Electronics,735,1235,447,47.15,20,Winter
2022-02-06,P0004,Electronics,689,1603,543,59.43,20,Winter
2022-02-07,P0004,Electronics,520,832,600,53.76,20,Winter
2022-02-08,P0004,Electronics,615,1493,420,36.27,10,Winter
2022-02-09,P0004,Electronics,585,1615,395,49.69,20,Winter
2022-02-10,P0004,Electronics,655,1409,427,60.9,20,Winter
2022-02-11,P0004,Electronics,932,1998,272,46.22,20,Winter
2022-02-12,P0004,Electronics,1237,1618,593,51.19,20,Winter
2022-02-13,P0004,Electronics,646,1236,561,60.99,20,Winter
2022-02-14,P0004,Electronics,918,1132,489,47.58,20,Winter
2022-02-15,P0004,Electronics,813,1329,435,36.54,20,Winter
2022-02-16,P0004,Electronics,1094,1614,693,55.98,20,Winter
2022-02-17,P0004,Electronics,616,1460,502,47.9,20,Winter
2022-02-18,P0004,Electronics,490,1756,552,41.6,20,Winter
2022-02-19,P0004,Electronics,564,1094,684,45.3,20,Winter
2022-02-20,P0004,Electronics,1209,1573,612,57.51,20,Winter
2022-02-21,P0004,Electronics,565,1507,618,58.11,15,Winter
2022-02-22,P0004,Electronics,822,1542,437,51.33,20,Winter
2022-02-23,P0004,Electronics,890,1645,572,30.08,20,Winter
2022-02-24,P0004,Electronics,782,1239,353,68.45,15,Winter
2022-02-25,P0004,Electronics,419,1622,615,79.0,20,Winter
2022-02-26,P0004,Electronics,625,1252,618,52.62,15,Winter
2022-02-27,P0004,Electronics,944,1808,534,47.35,20,Winter
2022-02-28,P0004,Electronics,584,1363,523,78.76,20,Winter
2022-03-01,P0004,Electronics,451,1007,501,55.12,20,Winter
2022-03-02,P0004,Electronics,433,1076,459,44.83,20,Winter
2022-03-03,P0004,Electronics,659,1382,607,54.87,20,Winter
2022-03-04,P0004,Electronics,884,1411,573,85.46,15,Winter
2022-03-05,P0004,Electronics,410,973,379,34.71,20,Winter
2022-03-06,P0004,Electronics,753,1303,550,71.69,20,Winter
2022-03-07,P0004,Electronics,882,1782,450,44.63,10,Winter
2022-03-08,P0004,Electronics,906,1526,521,66.11,15,Winter
2022-03-09,P0004,Electronics,445,1414,762,68.29,20,Winter
2022-03-10,P0004,Electronics,877,1708,741,38.88,20,Winter
2022-03-11,P0004,Electronics,864,1465,650,53.61,15,Winter
2022-03-12,P0004,Electronics,727,1325,427,42.84,20,Winter
2022-03-13,P0004,Electronics,950,1793,314,57.04,15,Winter
2022-03-14,P0004,Electronics,582,1064,464,34.76,15,Winter
2022-03-15,P0004,Electronics,459,1716,499,40.72,15,Winter
2022-03-16,P0004,Electronics,729,1584,576,53.13,20,Winter
2022-03-17,P0004,Electronics,472,1329,492,42.82,5,Winter
2022-03-18,P0004,Electronics,559,1244,544,52.61,15,Winter
2022-03-19,P0004,Electronics,773,1445,582,35.65,20,Winter
2022-03-20,P0004,Electronics,627,1307,623,51.32,20,Winter
2022-03-21,P0004,Electronics,802,1580,726,80.68,20,Spring
2022-03-22,P0004,Electronics,765,1195,501,47.5,15,Spring
2022-03-23,P0004,Electronics,550,1305,388,58.04,20,Spring
2022-03-24,P0004,Electronics,853,1730,391,53.24,20,Spring
2022-03-25,P0004,Electronics,680,1622,453,62.17,20,Spring
2022-03-26,P0004,Electronics,881,1482,417,85.6,15,Spring
2022-03-27,P0004,Electronics,751,1601,483,67.71,20,Spring
2022-03-28,P0004,Electronics,736,1632,539,47.58,20,Spring
2022-03-29,P0004,Electronics,424,1054,521,59.28,20,Spring
2022-03-30,P0004,Electronics,891,1179,549,53.23,15,Spring
2022-03-31,P0004,Electronics,863,1553,440,57.61,10,Spring
2022-04-01,P0004,Electronics,453,1066,826,51.9,10,Spring
2022-04-02,P0004,Electronics,431,1107,557,56.68,20,Spring
2022-04-03,P0004,Electronics,1001,1797,497,54.12,15,Spring
2022-04-04,P0004,Electronics,607,1234,616,57.75,20,Spring
2022-04-05,P0004,Electronics,368,1194,688,66.9,20,Spring
2022-04-06,P0004,Electronics,556,1076,468,46.63,20,Spring
2022-04-07,P0004,Electronics,711,1190,500,44.16,20,Spring
2022-04-08,P0004,Electronics,576,1417,688,49.08,15,Spring
2022-04-09,P0004,Electronics,1239,1915,560,70.25,20,Spring
2022-04-10,P0004,Electronics,840,1301,716,40.58,20,Spring
2022-04-11,P0004,Electronics,567,980,604,50.88,15,Spring
2022-04-12,P0004,Electronics,519,1096,647,44.32,15,Spring
2022-04-13,P0004,Electronics,623,920,810,57.25,20,Spring
2022-04-14,P0004,Electronics,764,1105,501,18.91,20,Spring
2022-04-15,P0004,Electronics,487,1193,374,42.83,20,Spring
2022-04-16,P0004,Electronics,743,923,435,69.32,10,Spring
2022-04-17,P0004,Electronics,768,1620,428,53.85,20,Spring
2022-04-18,P0004,Electronics,860,1209,413,65.28,10,Spring
2022-04-19,P0004,Electronics,384,1652,528,67.9,20,Spring
2022-04-20,P0004,Electronics,997,1192,432,64.68,20,Spring
2022-04-21,P0004,Electronics,228,1264,551,59.68,20,Spring
2022-04-22,P0004,Electronics,861,1060,607,52.95,15,Spring
2022-04-23,P0004,Electronics,366,677,678,39.76,10,Spring
2022-04-24,P0004,Electronics,534,1527,688,74.53,15,Spring
2022-04-25,P0004,Electronics,1225,1571,494,44.64,20,Spring
2022-04-26,P0004,Electronics,647,967,480,57.44,20,Spring
2022-04-27,P0004,Electronics,1049,2104,558,54.46,20,Spring
2022-04-28,P0004,Electronics,556,1133,395,66.09,20,Spring
2022-04-29,P0004,Electronics,1256,1714,773,79.51,20,Spring
2022-04-30,P0004,Electronics,234,1186,552,76.7,20,Spring
2022-05-01,P0004,Electronics,615,997,611,61.81,20,Spring
2022-05-02,P0004,Electronics,380,1233,596,61.63,10,Spring
2022-05-03,P0004,Electronics,890,1461,545,49.07,20,Spring
2022-05-04,P0004,Electronics,584,1725,549,47.3,20,Spring
2022-05-05,P0004,Electronics,730,1091,495,69.33,15,Spring
2022-05-06,P0004,Electronics,785,1685,645,58.75,20,Spring
2022-05-07,P0004,Electronics,575,1459,667,52.03,20,Spring
2022-05-08,P0004,Electronics,738,1451,772,55.04,15,Spring
2022-05-09,P0004,Electronics,656,1321,429,57.45,15,Spring
2022-05-10,P0004,Electronics,653,1643,387,75.26,15,Spring
2022-05-11,P0004,Electronics,677,1338,418,45.57,20,Spring
2022-05-12,P0004,Electronics,273,1421,184,65.6,20,Spring
2022-05-13,P0004,Electronics,762,1479,455,55.0,15,Spring
2022-05-14,P0004,Electronics,493,1082,402,60.47,20,Spring
2022-05-15,P0004,Electronics,385,1173,538,57.35,20,Spring
2022-05-16,P0004,Electronics,559,1056,504,65.03,20,Spring
2022-05-17,P0004,Electronics,482,1293,483,49.57,20,Spring
2022-05-18,P0004,Electronics,807,1599,636,41.52,20,Spring
2022-05-19,P0004,Electronics,787,1430,681,47.73,20,Spring
2022-05-20,P0004,Electronics,531,1100,760,41.8,20,Spring
2022-05-21,P0004,Electronics,830,1554,493,64.7,15,Spring
2022-05-22,P0004,Electronics,697,1708,676,62.72,10,Spring
2022-05-23,P0004,Electronics,648,1415,723,64.3,20,Spring
2022-05-24,P0004,Electronics,760,1556,447,43.53,10,Spring
2022-05-25,P0004,Electronics,242,625,474,56.68,15,Spring
2022-05-26,P0004,Electronics,504,1209,482,56.62,20,Spring
2022-05-27,P0004,Electronics,523,1166,592,68.03,15,Spring
2022-05-28,P0004,Electronics,366,1270,376,40.09,15,Spring
2022-05-29,P0004,Electronics,464,863,502,44.58,20,Spring
2022-05-30,P0004,Electronics,606,1435,526,50.65,20,Spring
2022-05-31,P0004,Electronics,498,857,790,64.38,15,Spring
2022-06-01,P0004,Electronics,565,1438,409,46.59,20,Spring
2022-06-02,P0004,Electronics,795,1239,443,62.66,20,Spring
2022-06-03,P0004,Electronics,1110,1498,459,49.09,20,Spring
2022-06-04,P0004,Electronics,396,866,644,40.74,20,Spring
2022-06-05,P0004,Electronics,558,1597,548,62.22,20,Spring
2022-06-06,P0004,Electronics,566,1699,760,70.58,20,Spring
2022-06-07,P0004,Electronics,948,1690,372,71.68,10,Spring
2022-06-08,P0004,Electronics,448,1727,612,57.21,20,Spring
2022-06-09,P0004,Electronics,690,1600,453,75.64,20,Spring
2022-06-10,P0004,Electronics,631,1220,522,52.78,15,Spring
2022-06-11,P0004,Electronics,782,1025,496,59.02,20,Spring
2022-06-12,P0004,Electronics,631,1209,541,60.04,15,Spring
2022-06-13,P0004,Electronics,314,1035,404,58.71,20,Spring
2022-06-14,P0004,Electronics,509,986,340,58.17,20,Spring
