Date,Category,Units Sold,Inventory Level,Units Ordered,Price,Discount,Seasonality
2022-06-05,Furniture,2085,3895,1506,49.7,15,Spring
2022-06-06,Furniture,1733,4071,1389,59.67,20,Spring
2022-06-07,Furniture,1947,4586,1510,51.51,20,Spring
2022-06-08,Furniture,2094,5078,1511,47.86,20,Spring
2022-06-09,Furniture,1353,3970,1441,52.48,20,Spring
2022-06-10,Furniture,1910,4090,1390,52.66,15,Spring
2022-06-11,Furniture,1501,3440,1726,43.94,20,Spring
2022-06-12,Furniture,1612,3781,1729,61.27,20,Spring
2022-06-13,Furniture,2106,4979,1743,59.69,20,Spring
2022-06-14,Furniture,2314,4812,1905,48.92,20,Spring
2022-06-15,Furniture,1737,4089,1505,59.83,20,Spring
2022-06-16,Furniture,2738,4479,1803,53.93,20,Spring
2022-06-17,Furniture,2387,4431,1668,55.18,20,Spring
2022-06-18,Furniture,1705,4494,1725,66.95,20,Spring
2022-06-19,Furniture,1859,3911,2019,57.66,20,Spring
2022-06-20,Furniture,1401,3971,1646,59.26,20,Spring
2022-06-21,Furniture,3305,4818,1668,53.84,20,Summer
2022-06-22,Furniture,2298,4230,1654,72.26,20,Summer
2022-06-23,Furniture,2670,4303,1445,58.47,20,Summer
2022-06-24,Furniture,1938,3474,1572,61.29,20,Summer
2022-06-25,Furniture,2625,4589,1768,60.99,20,Summer
2022-06-26,Furniture,2718,4928,1471,31.84,20,Summer
2022-06-27,Furniture,1687,3126,1740,55.27,20,Summer
2022-06-28,Furniture,1428,3942,1573,53.59,20,Summer
2022-06-29,Furniture,2568,4167,1557,38.27,20,Summer
2022-06-30,Furniture,2944,4364,1749,58.1,20,Summer
2022-07-01,Furniture,2151,3470,1468,49.92,20,Summer
2022-07-02,Furniture,2189,4086,1388,67.39,20,Summer
2022-07-03,Furniture,1716,3793,1680,55.05,20,Summer
2022-07-04,Furniture,1663,3925,2078,58.61,20,Summer
2022-07-05,Furniture,2680,5105,1425,46.41,20,Summer
2022-07-06,Furniture,1920,3982,1537,51.98,20,Summer
2022-07-07,Furniture,2166,4391,1222,51.4,20,Summer
2022-07-08,Furniture,1236,3311,1449,57.72,20,Summer
2022-07-09,Furniture,2478,4399,1837,57.46,20,Summer
2022-07-10,Furniture,2609,4761,1636,60.29,20,Summer
2022-07-11,Furniture,2012,3611,1333,52.64,20,Summer
2022-07-12,Furniture,1852,4017,1893,44.8,20,Summer
2022-07-13,Furniture,1428,3617,1578,51.49,15,Summer
2022-07-14,Furniture,2614,4508,1871,51.31,20,Summer
2022-07-15,Furniture,2759,4746,2002,56.56,15,Summer
2022-07-16,Furniture,2037,4366,1124,41.81,20,Summer
2022-07-17,Furniture,1798,4050,1347,52.27,20,Summer
2022-07-18,Furniture,1611,3527,1848,65.18,20,Summer
2022-07-19,Furniture,1901,4589,1531,51.62,20,Summer
2022-07-20,Furniture,1959,4228,1746,52.75,20,Summer
2022-07-21,Furniture,2810,5265,1706,46.38,20,Summer
2022-07-22,Furniture,1837,3372,1847,48.31,20,Summer
2022-07-23,Furniture,2497,3943,1318,66.2,20,Summer
2022-07-24,Furniture,1565,3828,1542,59.39,20,Summer
2022-07-25,Furniture,2355,3956,1690,49.54,20,Summer
2022-07-26,Furniture,2491,4296,1806,63.72,20,Summer
2022-07-27,Furniture,1898,3923,1229,55.07,20,Summer
2022-07-28,Furniture,2270,4502,1878,49.26,20,Summer
2022-07-29,Furniture,2166,4423,1651,51.74,20,Summer
2022-07-30,Furniture,1743,3401,1693,52.27,20,Summer
2022-07-31,Furniture,1875,3523,1460,61.15,20,Summer
2022-08-01,Furniture,1128,3789,1987,55.07,20,Summer
2022-08-02,Furniture,1814,4444,1715,48.84,20,Summer
2022-08-03,Furniture,2218,4268,1512,59.22,20,Summer
2022-08-04,Furniture,1884,4204,1247,47.46,20,Summer
2022-08-05,Furniture,2151,4583,1830,57.69,20,Summer
2022-08-06,Furniture,2194,4544,1641,59.05,20,Summer
2022-08-07,Furniture,1628,4290,1372,53.09,20,Summer
2022-08-08,Furniture,3118,4970,1621,48.93,20,Summer
2022-08-09,Furniture,1877,4128,1776,46.29,20,Summer
2022-08-10,Furniture,2209,3933,1657,71.96,20,Summer
2022-08-11,Furniture,1615,3769,1679,48.99,20,Summer
2022-08-12,Furniture,2637,4391,1596,49.52,20,Summer
2022-08-13,Furniture,1988,4395,1709,60.6,20,Summer
2022-08-14,Furniture,1672,4090,1525,60.63,20,Summer
2022-08-15,Furniture,1604,3847,1578,40.06,20,Summer
2022-08-16,Furniture,2197,4012,1425,61.69,20,Summer
2022-08-17,Furniture,2706,4527,1602,50.01,20,Summer
2022-08-18,Furniture,2372,4699,1990,55.01,20,Summer
2022-08-19,Furniture,1831,3802,1709,63.7,20,Summer
2022-08-20,Furniture,1704,4179,1560,54.11,20,Summer
2022-08-21,Furniture,2498,4713,1375,53.67,20,Summer
2022-08-22,Furniture,2175,4050,1675,49.63,20,Summer
2022-08-23,Furniture,1697,3719,1733,72.12,20,Summer
2022-08-24,Furniture,1290,4243,1672,52.29,20,Summer
2022-08-25,Furniture,2344,4488,1671,70.48,20,Summer
2022-08-26,Furniture,1483,3797,1888,44.31,20,Summer
2022-08-27,Furniture,1729,4043,1620,51.36,20,Summer
2022-08-28,Furniture,2290,4855,1521,50.51,20,Summer
2022-08-29,Furniture,2073,4447,1913,61.43,20,Summer
2022-08-30,Furniture,1967,3770,1516,38.43,20,Summer
2022-08-31,Furniture,1434,3014,1560,53.34,20,Summer
2022-09-01,Furniture,1248,3944,1819,51.59,20,Summer
2022-09-02,Furniture,1788,4192,1572,63.88,20,Summer
2022-09-03,Furniture,1639,4183,1674,49.73,20,Summer
2022-09-04,Furniture,2826,4548,1401,66.63,20,Summer
2022-09-05,Furniture,2294,4067,1774,54.66,20,Summer
2022-09-06,Furniture,1602,4379,1792,60.27,20,Summer
2022-09-07,Furniture,1793,3350,1575,37.13,20,Summer
2022-09-08,Furniture,2219,3808,1877,54.41,20,Summer
2022-09-09,Furniture,1366,3739,1702,62.04,20,Summer
2022-09-10,Furniture,2306,3234,1449,47.06,20,Summer
2022-09-11,Furniture,1850,4156,1742,58.43,20,Summer
2022-09-12,Furniture,1906,4517,1531,59.42,20,Summer
2022-09-13,Furniture,1857,3997,1852,61.6,20,Summer
2022-09-14,Furniture,1458,3361,1949,56.95,20,Summer
2022-09-15,Furniture,1738,3474,1595,53.77,20,Summer
2022-09-16,Furniture,2367,4042,1994,44.38,20,Summer
2022-09-17,Furniture,1920,3463,1758,58.36,20,Summer
2022-09-18,Furniture,910,2717,1682,54.59,20,Summer
2022-09-19,Furniture,2225,3613,1488,67.48,20,Summer
2022-09-20,Furniture,2281,4418,1519,50.46,20,Summer
2022-09-21,Furniture,1493,4486,1811,58.74,20,Autumn
2022-09-22,Furniture,2185,4190,1932,66.65,20,Autumn
2022-09-23,Furniture,2972,5420,1333,65.83,20,Autumn
2022-09-24,Furniture,2132,4796,1557,53.37,20,Autumn
2022-09-25,Furniture,1370,3548,1642,58.63,20,Autumn
2022-09-26,Furniture,2624,4725,1602,48.51,20,Autumn
2022-09-27,Furniture,1660,4608,1901,62.57,20,Autumn
2022-09-28,Furniture,2194,4129,1612,50.68,20,Autumn
2022-09-29,Furniture,2061,4080,1577,56.0,20,Autumn
2022-09-30,Furniture,1626,4410,1515,69.12,20,Autumn
2022-10-01,Furniture,2348,4600,1580,50.24,20,Autumn
2022-10-02,Furniture,1538,3274,1800,52.38,20,Autumn
2022-10-03,Furniture,2176,4564,1739,54.92,20,Autumn
2022-10-04,Furniture,2358,4689,1955,42.03,15,Autumn
2022-10-05,Furniture,1839,3550,1452,54.95,20,Autumn
2022-10-06,Furniture,1779,3770,1647,53.55,20,Autumn
2022-10-07,Furniture,1496,4133,1233,56.92,20,Autumn
2022-10-08,Furniture,2086,3733,1583,61.47,20,Autumn
2022-10-09,Furniture,2082,3815,2109,45.14,20,Autumn
2022-10-10,Furniture,2259,4253,2093,46.7,20,Autumn
2022-10-11,Furniture,2154,4360,1579,52.66,20,Autumn
2022-10-12,Furniture,1802,3608,1906,51.2,20,Autumn
2022-10-13,Furniture,1884,3674,1406,57.14,20,Autumn
2022-10-14,Furniture,2489,4847,1865,65.44,20,Autumn
2022-10-15,Furniture,2427,4361,1633,49.38,20,Autumn
2022-10-16,Furniture,2008,3912,1866,57.0,20,Autumn
2022-10-17,Furniture,2338,4477,1726,52.54,20,Autumn
2022-10-18,Furniture,2409,3879,1557,64.24,20,Autumn
2022-10-19,Furniture,1670,4143,1512,56.15,20,Autumn
2022-10-20,Furniture,1532,4243,1725,61.04,20,Autumn
2022-10-21,Furniture,2203,4201,1509,48.13,20,Autumn
2022-10-22,Furniture,1872,4958,1694,48.48,20,Autumn
2022-10-23,Furniture,1936,4076,1646,57.82,20,Autumn
2022-10-24,Furniture,2592,4042,1585,55.82,20,Autumn
2022-10-25,Furniture,2727,4102,1800,58.06,20,Autumn
2022-10-26,Furniture,1061,3914,1802,55.02,20,Autumn
2022-10-27,Furniture,1899,4279,1653,50.17,20,Autumn
2022-10-28,Furniture,1912,4083,1660,58.02,20,Autumn
2022-10-29,Furniture,1662,3458,1470,59.55,20,Autumn
2022-10-30,Furniture,2155,4558,1472,61.21,20,Autumn
2022-10-31,Furniture,2221,4357,1885,52.43,20,Autumn
2022-11-01,Furniture,2288,3791,1660,51.36,20,Autumn
2022-11-02,Furniture,1745,4791,1419,50.41,20,Autumn
2022-11-03,Furniture,1792,3497,1571,48.71,20,Autumn
2022-11-04,Furniture,1552,4151,1649,73.37,20,Autumn
2022-11-05,Furniture,1790,4083,1623,59.89,20,Autumn
2022-11-06,Furniture,2005,3694,1437,53.41,20,Autumn
2022-11-07,Furniture,2492,4358,1640,53.77,20,Autumn
2022-11-08,Furniture,1778,3879,1322,48.46,20,Autumn
2022-11-09,Furniture,2273,4393,1445,54.31,20,Autumn
2022-11-10,Furniture,2006,3928,1538,53.13,20,Autumn
2022-11-11,Furniture,2224,4627,1716,48.55,20,Autumn
2022-11-12,Furniture,2209,4342,1580,58.48,20,Autumn
2022-11-13,Furniture,2214,4336,2121,60.33,20,Autumn
2022-11-14,Furniture,1930,4676,1844,55.83,20,Autumn
2022-11-15,Furniture,2073,3625,1656,38.31,20,Autumn
2022-11-16,Furniture,2380,3857,1733,58.95,20,Autumn
2022-11-17,Furniture,2190,3554,1679,50.42,20,Autumn
2022-11-18,Furniture,1757,4143,1386,63.66,20,Autumn
2022-11-19,Furniture,2050,4072,1710,55.43,20,Autumn
2022-11-20,Furniture,2045,3897,1751,66.72,20,Autumn
2022-11-21,Furniture,2022,4039,1957,60.44,20,Autumn
2022-11-22,Furniture,2499,4215,1600,45.34,20,Autumn
2022-11-23,Furniture,2251,3697,1747,66.83,20,Autumn
2022-11-24,Furniture,2419,3887,1552,62.34,20,Autumn
2022-11-25,Furniture,1986,3392,1663,52.74,20,Autumn
2022-11-26,Furniture,2020,4319,1692,58.39,20,Autumn
2022-11-27,Furniture,2360,3926,1823,57.05,20,Autumn
2022-11-28,Furniture,1887,4211,2055,57.78,20,Autumn
2022-11-29,Furniture,2409,4205,1491,48.66,20,Autumn
2022-11-30,Furniture,2307,4720,1423,51.01,20,Autumn
2022-12-01,Furniture,2531,4837,1707,54.33,20,Autumn
2022-12-02,Furniture,1948,3154,1641,43.68,20,Autumn
2022-12-03,Furniture,1656,3565,1789,53.67,20,Autumn
2022-12-04,Furniture,1979,4210,1477,50.14,20,Autumn
2022-12-05,Furniture,1849,3931,1910,49.27,20,Autumn
2022-12-06,Furniture,1603,4477,1533,52.49,20,Autumn
2022-12-07,Furniture,1688,3939,1568,49.97,20,Autumn
2022-12-08,Furniture,1641,4389,1774,57.27,20,Autumn
2022-12-09,Furniture,2160,4398,1503,49.41,20,Autumn
2022-12-10,Furniture,1361,4132,1725,45.94,20,Autumn
2022-12-11,Furniture,1861,3687,1624,63.93,20,Autumn
2022-12-12,Furniture,2244,4557,1724,53.37,20,Autumn
2022-12-13,Furniture,2579,4802,2045,40.07,20,Autumn
2022-12-14,Furniture,2374,4374,1552,52.22,20,Autumn
2022-12-15,Furniture,2433,4207,1818,62.58,20,Autumn
2022-12-16,Furniture,2004,3740,1588,55.17,20,Autumn
2022-12-17,Furniture,2327,4134,1747,70.91,20,Autumn
2022-12-18,Furniture,2551,4085,1317,54.5,20,Autumn
2022-12-19,Furniture,1806,3912,1780,61.77,20,Autumn
2022-12-20,Furniture,1976,4100,1642,61.3,20,Autumn
2022-12-21,Furniture,2028,3879,1496,62.49,20,Winter
2022-12-22,Furniture,1906,4256,1245,58.14,20,Winter
2022-12-23,Furniture,2210,3919,1726,60.14,20,Winter
2022-12-24,Furniture,1328,2979,1495,48.41,20,Winter
2022-12-25,Furniture,1457,3960,1500,52.88,20,Winter
2022-12-26,Furniture,2251,4434,1457,44.84,20,Winter
2022-12-27,Furniture,1590,4028,2021,51.77,20,Winter
2022-12-28,Furniture,1809,4064,1363,51.18,20,Winter
2022-12-29,Furniture,3125,5013,1660,58.19,20,Winter
2022-12-30,Furniture,2427,4142,1732,59.47,20,Winter
2022-12-31,Furniture,2110,4649,1697,49.96,20,Winter
2023-01-01,Furniture,2368,4083,1586,43.43,20,Winter
2023-01-02,Furniture,2084,4790,1643,55.47,20,Winter
2023-01-03,Furniture,2241,4357,1665,59.66,20,Winter
2023-01-04,Furniture,2008,4113,1629,60.38,20,Winter
2023-01-05,Furniture,1786,3917,1366,46.23,20,Winter
2023-01-06,Furniture,1272,3668,1188,49.69,20,Winter
2023-01-07,Furniture,2154,3537,1996,52.28,20,Winter
2023-01-08,Furniture,1752,3565,1719,43.23,20,Winter
2023-01-09,Furniture,2157,3696,1508,47.91,20,Winter
2023-01-10,Furniture,1477,3031,1537,56.57,20,Winter
2023-01-11,Furniture,1420,3326,2043,60.62,20,Winter
2023-01-12,Furniture,1699,4506,1966,59.92,20,Winter
2023-01-13,Furniture,1881,3227,1890,56.33,20,Winter
2023-01-14,Furniture,1904,3821,1778,52.88,20,Winter
2023-01-15,Furniture,2628,4847,1907,59.3,20,Winter
2023-01-16,Furniture,2039,4100,1684,61.18,20,Winter
2023-01-17,Furniture,2690,4357,1983,52.0,20,Winter
2023-01-18,Furniture,1877,3756,1651,61.73,20,Winter
2023-01-19,Furniture,2507,4180,1572,60.48,20,Winter
2023-01-20,Furniture,2207,4737,1767,44.37,20,Winter
2023-01-21,Furniture,2146,4749,1441,55.14,20,Winter
2023-01-22,Furniture,2201,4291,1652,43.44,20,Winter
2023-01-23,Furniture,1639,4517,1359,51.03,20,Winter
2023-01-24,Furniture,1571,3189,1420,42.71,20,Winter
2023-01-25,Furniture,1543,3495,1886,50.86,20,Winter
2023-01-26,Furniture,2317,4751,1629,52.07,20,Winter
2023-01-27,Furniture,1681,3734,1437,61.96,20,Winter
2023-01-28,Furniture,2304,4671,1572,54.97,20,Winter
2023-01-29,Furniture,1708,3977,1909,60.64,20,Winter
2023-01-30,Furniture,2234,4569,1600,53.61,20,Winter
2023-01-31,Furniture,1664,3286,1643,64.95,20,Winter
2023-02-01,Furniture,1547,3306,1429,59.41,20,Winter
2023-02-02,Furniture,2353,4209,1192,52.79,20,Winter
2023-02-03,Furniture,2371,4479,2021,53.37,20,Winter
2023-02-04,Furniture,2649,4588,1548,67.66,20,Winter
2023-02-05,Furniture,1761,3671,1511,62.41,20,Winter
2023-02-06,Furniture,1774,3792,1558,53.85,20,Winter
2023-02-07,Furniture,2741,4481,2000,51.22,20,Winter
2023-02-08,Furniture,3125,4195,1610,57.06,20,Winter
2023-02-09,Furniture,2157,4086,1617,53.12,20,Winter
2023-02-10,Furniture,2241,4148,2032,48.96,20,Winter
2023-02-11,Furniture,1932,3701,1479,46.09,20,Winter
2023-02-12,Furniture,2257,4053,1508,61.56,20,Winter
2023-02-13,Furniture,1944,4101,1547,59.16,20,Winter
2023-02-14,Furniture,2209,4645,1949,59.4,20,Winter
2023-02-15,Furniture,1825,3842,2017,51.92,20,Winter
2023-02-16,Furniture,1996,4667,1773,60.55,20,Winter
2023-02-17,Furniture,1298,3493,1504,55.85,20,Winter
2023-02-18,Furniture,1569,3028,1557,54.39,20,Winter
2023-02-19,Furniture,1475,3756,1870,65.22,20,Winter
2023-02-20,Furniture,1214,3489,1967,62.4,20,Winter
2023-02-21,Furniture,2710,4089,1747,58.27,20,Winter
2023-02-22,Furniture,2079,4010,1604,55.35,20,Winter
2023-02-23,Furniture,2244,4691,1771,58.65,20,Winter
2023-02-24,Furniture,2242,3603,1827,52.09,20,Winter
2023-02-25,Furniture,1629,3536,1335,40.78,20,Winter
2023-02-26,Furniture,1485,4450,1733,48.0,20,Winter
2023-02-27,Furniture,2253,4917,1967,51.07,20,Winter
2023-02-28,Furniture,2393,4228,1788,54.19,20,Winter
2023-03-01,Furniture,1711,3896,1578,50.18,20,Winter
2023-03-02,Furniture,2787,4004,1948,51.11,20,Winter
2023-03-03,Furniture,1584,4406,1376,53.28,20,Winter
2023-03-04,Furniture,1640,4344,1592,59.28,20,Winter
2023-03-05,Furniture,2754,4572,1706,63.36,20,Winter
2023-03-06,Furniture,1930,3706,1461,53.94,20,Winter
2023-03-07,Furniture,2534,3993,1669,57.04,20,Winter
2023-03-08,Furniture,1129,3928,1836,62.44,20,Winter
2023-03-09,Furniture,2472,4132,1812,53.69,20,Winter
2023-03-10,Furniture,2701,4852,1500,61.29,20,Winter
2023-03-11,Furniture,1416,3893,1754,61.45,20,Winter
2023-03-12,Furniture,1826,4276,1768,50.73,20,Winter
2023-03-13,Furniture,2096,3217,1893,43.55,20,Winter
2023-03-14,Furniture,2129,4071,1757,50.23,20,Winter
2023-03-15,Furniture,2215,4422,1703,51.84,20,Winter
2023-03-16,Furniture,1524,4523,1784,64.98,15,Winter
2023-03-17,Furniture,2236,4222,1771,69.96,20,Winter
2023-03-18,Furniture,2222,4049,1475,60.18,20,Winter
2023-03-19,Furniture,1844,4721,1490,49.65,20,Winter
2023-03-20,Furniture,2058,3867,1735,58.58,20,Winter
2023-03-21,Furniture,1018,3312,1786,57.82,20,Spring
2023-03-22,Furniture,1598,3017,1250,54.63,20,Spring
2023-03-23,Furniture,1777,4715,1579,49.47,20,Spring
2023-03-24,Furniture,1391,4396,1597,55.32,20,Spring
2023-03-25,Furniture,2643,4917,1572,65.77,20,Spring
2023-03-26,Furniture,1782,4558,1543,47.44,20,Spring
2023-03-27,Furniture,2049,3174,1567,51.21,15,Spring
2023-03-28,Furniture,2584,4590,1409,63.93,20,Spring
2023-03-29,Furniture,2551,4813,1630,55.74,20,Spring
2023-03-30,Furniture,2469,4188,1275,57.34,20,Spring
2023-03-31,Furniture,1327,2557,1293,44.14,20,Spring
2023-04-01,Furniture,1660,3838,1444,59.87,20,Spring
2023-04-02,Furniture,2516,4455,1849,60.82,15,Spring
2023-04-03,Furniture,2139,4407,1808,48.06,20,Spring
2023-04-04,Furniture,1490,4437,1538,59.75,20,Spring
2023-04-05,Furniture,2157,4070,1784,59.82,20,Spring
2023-04-06,Furniture,1936,4308,1691,60.21,20,Spring
2023-04-07,Furniture,2189,4087,1236,53.68,20,Spring
2023-04-08,Furniture,2121,3962,1640,53.29,20,Spring
2023-04-09,Furniture,2167,3993,1224,72.06,20,Spring
2023-04-10,Furniture,2157,4150,1740,63.82,20,Spring
2023-04-11,Furniture,1458,3825,1446,51.61,20,Spring
2023-04-12,Furniture,1962,3990,1667,47.45,20,Spring
2023-04-13,Furniture,2404,4489,1964,53.22,20,Spring
2023-04-14,Furniture,2399,3984,1603,60.36,20,Spring
2023-04-15,Furniture,2478,4744,1640,54.48,20,Spring
2023-04-16,Furniture,1538,3779,2019,67.02,20,Spring
2023-04-17,Furniture,1721,3424,1243,53.42,20,Spring
2023-04-18,Furniture,1562,3771,1785,63.64,20,Spring
2023-04-19,Furniture,1949,4124,1624,52.68,20,Spring
2023-04-20,Furniture,1372,3677,1470,58.0,20,Spring
2023-04-21,Furniture,1540,3905,1569,58.25,20,Spring
2023-04-22,Furniture,2115,4511,1702,51.32,20,Spring
2023-04-23,Furniture,1760,3550,1626,55.73,20,Spring
2023-04-24,Furniture,1968,5040,1660,57.42,15,Spring
2023-04-25,Furniture,2046,4177,1524,62.78,20,Spring
2023-04-26,Furniture,2663,5186,1573,53.85,20,Spring
2023-04-27,Furniture,1543,3536,1887,51.87,20,Spring
2023-04-28,Furniture,2035,3958,1767,62.9,20,Spring
2023-04-29,Furniture,2099,4619,1730,54.9,20,Spring
2023-04-30,Furniture,1577,3975,1485,49.26,20,Spring
2023-05-01,Furniture,2904,4902,1415,62.16,20,Spring
2023-05-02,Furniture,1982,4440,1360,53.43,20,Spring
2023-05-03,Furniture,1393,4274,2004,56.68,20,Spring
2023-05-04,Furniture,1817,3986,1343,57.31,20,Spring
2023-05-05,Furniture,2089,4146,1507,47.91,20,Spring
2023-05-06,Furniture,1773,3950,1901,56.57,20,Spring
2023-05-07,Furniture,2260,4599,1576,54.77,20,Spring
2023-05-08,Furniture,1812,4355,1862,54.1,20,Spring
2023-05-09,Furniture,1960,3843,2026,60.16,20,Spring
2023-05-10,Furniture,2362,4236,1642,50.93,20,Spring
2023-05-11,Furniture,2466,4500,1430,41.25,20,Spring
2023-05-12,Furniture,1883,4035,2019,48.51,20,Spring
2023-05-13,Furniture,1724,3856,1891,57.18,20,Spring
2023-05-14,Furniture,1530,4500,1380,55.31,20,Spring
2023-05-15,Furniture,1850,4270,1504,52.74,20,Spring
2023-05-16,Furniture,2348,4323,1891,53.75,20,Spring
2023-05-17,Furniture,2053,4771,1427,67.7,20,Spring
2023-05-18,Furniture,2330,4689,1406,57.47,20,Spring
2023-05-19,Furniture,1633,4040,1458,60.3,20,Spring
2023-05-20,Furniture,3034,4516,1862,46.7,20,Spring
2023-05-21,Furniture,1503,4112,1708,48.31,20,Spring
2023-05-22,Furniture,3203,4932,1839,53.11,20,Spring
2023-05-23,Furniture,1878,4167,1692,51.77,20,Spring
2023-05-24,Furniture,2139,3746,1926,49.86,20,Spring
2023-05-25,Furniture,2260,4381,1781,56.84,20,Spring
2023-05-26,Furniture,1859,4172,1789,56.63,20,Spring
2023-05-27,Furniture,2044,4258,1398,45.17,20,Spring
2023-05-28,Furniture,1860,3924,1548,47.57,20,Spring
2023-05-29,Furniture,2895,4525,1155,54.05,20,Spring
2023-05-30,Furniture,1985,4283,1569,57.56,20,Spring
2023-05-31,Furniture,2118,3983,1604,54.42,20,Spring
2023-06-01,Furniture,2023,3553,1469,52.44,20,Spring
2023-06-02,Furniture,1640,2896,1461,54.0,20,Spring
2023-06-03,Furniture,1559,4407,1653,61.33,20,Spring
2023-06-04,Furniture,2560,3946,1987,67.36,15,Spring
2023-06-05,Furniture,1797,3737,1375,48.45,20,Spring
2023-06-06,Furniture,3078,4586,1719,54.14,20,Spring
2023-06-07,Furniture,1039,3083,1621,51.14,20,Spring
2023-06-08,Furniture,1955,4333,1361,54.17,20,Spring
2023-06-09,Furniture,2822,4319,1514,56.48,20,Spring
2023-06-10,Furniture,2141,4029,1916,45.05,20,Spring
2023-06-11,Furniture,2116,4080,1559,54.22,20,Spring
2023-06-12,Furniture,2494,4482,1560,55.2,20,Spring
2023-06-13,Furniture,2562,4941,2036,61.8,20,Spring
2023-06-14,Furniture,2217,3948,1799,56.94,20,Spring
2023-06-15,Furniture,2533,4370,1712,59.51,20,Spring
2023-06-16,Furniture,2699,4550,1846,62.96,20,Spring
2023-06-17,Furniture,1538,3791,1527,57.0,20,Spring
2023-06-18,Furniture,2067,4318,1465,39.96,20,Spring
2023-06-19,Furniture,1887,3589,1692,44.11,20,Spring
2023-06-20,Furniture,2913,4515,1848,57.64,20,Spring
2023-06-21,Furniture,2456,4036,1637,52.1,20,Summer
2023-06-22,Furniture,1876,3734,1683,55.48,20,Summer
2023-06-23,Furniture,2189,4961,1769,52.19,20,Summer
2023-06-24,Furniture,1819,4191,1717,50.37,20,Summer
2023-06-25,Furniture,1699,3903,1569,51.61,20,Summer
2023-06-26,Furniture,1936,3565,1252,51.96,20,Summer
2023-06-27,Furniture,1999,4431,1839,60.39,20,Summer
2023-06-28,Furniture,1715,4199,1295,58.24,20,Summer
2023-06-29,Furniture,1933,4077,2030,45.95,20,Summer
2023-06-30,Furniture,1478,3009,1564,59.01,20,Summer
2023-07-01,Furniture,1860,3528,1629,55.47,20,Summer
2023-07-02,Furniture,2198,4123,1774,62.75,20,Summer
2023-07-03,Furniture,2265,4477,1690,51.31,20,Summer
2023-07-04,Furniture,2218,4028,1831,62.26,20,Summer
2023-07-05,Furniture,2271,3829,1567,52.5,20,Summer
2023-07-06,Furniture,2915,4884,1212,43.85,20,Summer
2023-07-07,Furniture,1890,4954,1904,62.15,20,Summer
2023-07-08,Furniture,1876,4065,1631,48.48,20,Summer
2023-07-09,Furniture,2567,4619,1446,43.41,20,Summer
2023-07-10,Furniture,2087,3805,1420,58.33,20,Summer
2023-07-11,Furniture,2404,4142,1665,41.63,20,Summer
2023-07-12,Furniture,2431,4862,1831,57.74,20,Summer
2023-07-13,Furniture,2141,4482,1807,46.54,20,Summer
2023-07-14,Furniture,2487,4596,1645,64.39,20,Summer
2023-07-15,Furniture,2367,4568,1846,58.87,20,Summer
2023-07-16,Furniture,1597,4330,1370,63.32,20,Summer
2023-07-17,Furniture,1929,3764,1465,60.57,20,Summer
2023-07-18,Furniture,2103,4174,1855,48.54,20,Summer
2023-07-19,Furniture,2065,4404,1609,56.95,20,Summer
2023-07-20,Furniture,2358,4212,1492,43.94,20,Summer
2023-07-21,Furniture,1619,3614,1583,53.37,20,Summer
2023-07-22,Furniture,1524,3707,1752,53.88,20,Summer
2023-07-23,Furniture,2005,3323,1943,45.27,20,Summer
2023-07-24,Furniture,2738,5106,1352,53.54,20,Summer
2023-07-25,Furniture,1849,4158,1357,57.14,20,Summer
2023-07-26,Furniture,2147,3537,1387,60.07,20,Summer
2023-07-27,Furniture,2892,5345,1923,45.09,20,Summer
2023-07-28,Furniture,2174,4119,1705,53.17,20,Summer
2023-07-29,Furniture,3134,4402,1740,60.43,20,Summer
2023-07-30,Furniture,2217,3309,1308,58.81,20,Summer
2023-07-31,Furniture,2718,4539,1915,58.46,20,Summer
2023-08-01,Furniture,1353,2908,1692,49.06,20,Summer
2023-08-02,Furniture,2257,3772,1304,70.69,20,Summer
2023-08-03,Furniture,1672,4253,1569,57.58,20,Summer
2023-08-04,Furniture,2758,4831,1693,59.53,20,Summer
2023-08-05,Furniture,1830,3735,1837,48.25,20,Summer
2023-08-06,Furniture,1747,3618,1666,57.31,20,Summer
2023-08-07,Furniture,1616,4202,1698,51.94,20,Summer
2023-08-08,Furniture,1635,3874,1298,59.71,20,Summer
2023-08-09,Furniture,2082,3464,1732,58.1,20,Summer
2023-08-10,Furniture,2295,4102,1800,43.35,20,Summer
2023-08-11,Furniture,1794,3462,1869,50.93,15,Summer
2023-08-12,Furniture,1618,4195,1819,59.44,20,Summer
2023-08-13,Furniture,1690,3743,1449,45.43,20,Summer
2023-08-14,Furniture,2847,4124,1622,63.52,20,Summer
2023-08-15,Furniture,1479,3647,1380,48.48,10,Summer
2023-08-16,Furniture,2508,4232,1511,56.21,20,Summer
2023-08-17,Furniture,2102,3542,1818,61.66,20,Summer
2023-08-18,Furniture,2496,4120,1836,36.9,20,Summer
2023-08-19,Furniture,2252,4120,1306,58.79,20,Summer
2023-08-20,Furniture,1998,4874,1798,66.74,20,Summer
2023-08-21,Furniture,2171,4097,1878,49.11,20,Summer
2023-08-22,Furniture,1170,3168,1616,43.98,20,Summer
2023-08-23,Furniture,2565,4355,1590,52.78,20,Summer
2023-08-24,Furniture,1595,4130,1685,51.32,20,Summer
2023-08-25,Furniture,1785,4811,1377,39.0,20,Summer
